Tweet,label
 و+ ارض  قاعد +ه ال+ عديد  يالي  هيه  نصف  مساح +ه قطر  ال+ محتله  ارض  قطري +ه نبي  نحرر +ها من  بن  الهايته  موز +ه خيال  ال+ ماته,negative
" ""  انا  اسير  علي  ثلاث  مباديء  :  .  افعل  ما  هو  صواب  ,  و+ قدم  كل  ما  ب+ استطاعه +ك ,  و+ اظهر  ل+ ال+ ناس  داءما  ب+ ان +ك مهتم  ب+ ما  يحدث  .  """,neutral
" اللهم  انت  ربي  لا  اله  الا  انت  ,  خلقت +ني و+ انا  عبد +ك ,  و+ انا  علي  عهد +ك و+ وعد +ك ما  استطعت  ,  اعوذ  بك  من  شر  ما  صنعت  ,  ابوء",positive
 كيف  كل  قضايا  ال+ تزوير  و+ ال+ فساد  فيالانديه  نسبت  ل+ اشخاص  الا  في  ال+ نادي  ال+ اهلي  .  .  !  !  علي  فكر +ه هذا  نادي  سعودي  و+ لقب +ه (  ال+ ملكي  )  كاس  ال+ عالم  حيوحشنا,negative
 اقسم  ب+ الله  ان +ي مش  متفاءل  من  يوم  ما  عرفت  انو  بوربلان  ال+ كلب  هوا  ال+ حكم  كتالوني  ابن  ستين  شبشب  هادا,very_negative
 ما  حدا  بمثلني  ب+ قضيه  لقم +ه ال+ عيش  لا  ال+ نواب  يلي  عم  يفرضوا  ضرايب  و+ لا  يلي  عم  يهوبروا  ك+ رمال  اصوات  انتخابي +ه !  كلو  عم  يستغل,negative
 مستحيل  اصدق  كلام  ال+ يوم  حتي  اشوف  ب+ عيني +ي ان +هم اكثر  من  مرا  يقولون  كلام  و+ اذا  جا  ال+ صدق  يحاولون  يصرفون  مستحيل  اصدق +هم .,negative
" بين  ساعه  و+ ساعه  ال+ حياه  ممكن  تنقلب  الي  هيءه  مغاير +ه تماما  .  .  ما  في  امان  مطلق  و+ لا  ثبات  ;  هاي  ال+ فكره  مفزع +ه ,  فكر +ه ال+ تحول  ال+ مفاجء  !  !",negative
 برلمان  كردستان  يدعو  ل+ ارسال  لجن +ه الي  بغداد  تناقش  رواتب  موظفي  ال+ اقليم  .  اعلن  رءيس  كتل +ه ال+ اتحاد,neutral
 متحمس +ه ل  صوت  شونو  بكا  بكا  احب  اسمع  ال+ اغاني  ال+ هادءه  ب  اصوات +هم .  +  .  مو  تشبه  لحن  لوينر,positive
 الله  ياخذ  ال+ دراسه  و+ ال+ درجات  ياخي  نكدو  علي  نفسيتي  و+ شغل +ي ال+ شاغل  هم  و+ لا  بعد  ال+ مصيبه  و+ ين  ?  ل+ ما  اذاكر  و+ ارتاع  من  درجات +ي ذلحي,very_negative
 ب+ كل  صدق  و+ جدي +ه .  .  .  و+ الله  انا  حزين  علي  ما  فعلوا +ه ب+ رءيس  حكومه +نا سعد  ال+ حريري  .  ال+ رجل  الذي  يبقي  ال+ اكثر  اعتدالا  سنيا  في  لبنان  رغم  كل  ال+ خلافات,negative
 لا  توجد  دول +ه عربيه  تستطيع  تحدي  ايران  عسكريا  غير  ال+ عراق  .  .  لو  اجتمع  ال+ عرب  جميع +هم لكن  ب+ دون  ال+ عراق  مراح  يكدرون  يسون  اي  شي  .  عدوان  عسكري  مباشر,negative
" ""  انا  اسير  علي  ثلاث  مباديء  :  .  افعل  ما  هو  صواب  ,  و+ قدم  كل  ما  ب+ استطاعه +ك ,  و+ اظهر  ل+ ال+ ناس  داءما  ب+ ان +ك مهتم  ب+ ما  يحدث  .  """,positive
 لبنان  يسجل  هدفا  جديدا  في  مرمي  ال+ منتخب  ال+ كوري  ال+ شمالي  في  بدايه  ال+ شوط  ال+ ثاني  ل+ يرفع  ال+ نتيجه  الي  3  -  0,neutral
" مستغرب +ه انو  في  ناس  مبسوكه  ل+ خساره  سوريا  .  عنجد  هل  قد  ال+ حقد  ,  هل  قد  قلوب +كم سودا  .  هل  قد  ما  بتتمنولنا  ال+ فرح  .  يا  عيب  الشوم  بس  .  عطول  كنا  مع  ال+ كل",very_negative
 نصر  ال+ شيطان  يعترف  -  ل+ ال+ مره  ال+ اولي  -  منذ  بدايه  ال+ ثوره  ال+ سوريه  ب+ ان +ه يقتل  في  اطفال  سوريا  .  الا  لعن +ه الله  ع,very_negative
 ال+ يوم  س+ نجد  تحالف  بين  اعداء  ال+ وطن  .  من  ال+ خارج  و+ ال+ داخل  من  ال+ فاسدين  .  لا  تخذلون  من  وقف  امام  طوفان  جارف  .  عجز  ال+ جميع  عن  مواجهه +ه ال+ ملك  يحارب  ال+ فساد,very_positive
 معسكر  ال+ منتخب  ال+ اولمبي  مهدد  ب+ ال+ الغاء  بعد  رفض  منح  تاشير +ه ال+ دخول  ل+ علاء  مهاوي  و+ عدم  جواز  اشتراك  ال+ لاعبين  ال+ مغتربين  و+ رفض,negative
 كن  قنوع  يا  صديق +ي و+ لا  تنظر  ل+ احد  نظر +ه حسد  .  ممزوجه  ب+ سوء  ال+ نيه  و+ لا  تشتهي  ما  يقتني +ه .  غير +ك و+ اصبر  حتي  يهب +ك الله  ما  تتمنا +ه .  لن,neutral
 هيء +ه ال+ ترفيه  ال+ سعوديه  اعلنت  ال+ يوم  ال+ احد  عن  تنظيم  حفل  غناءي  استعراضي  يقام  ل+ اول  مر +ه في  ال+ مملكه  تحيي +ه ال+ فنانه  اللبنان,positive
 ابسط  شيء  في  ال+ اناقه  و+ ال+ رقي  و+ ال+ حضاره  نظاف +ه قلب +ك لا  تءذي  احدا  و+ لا  تجرح  احدا  كن  شيءا  جميلا  نظيف  لا  ينسا +ه احد  .  ف  يوم  ما  سوف  نرحل  .,positive
 مسوين  مصدومين  خيب  ال+ توقعات  ل +ه خمس  مواسم  ف  فريق  واحد  و+ لا  حسم  ل +ك مباراه  او  عطا +ك اهداف  تفيد +ك و+ ترفع +ك و+ ال+ كل  يعرف  لاتسوقو,negative
" ال+ امام  ال+ مهدي  (  علي +ه ال+ سلام  )  ,  هو  اخر  اءمه  اهل  ال+ بيت  (  علي +هم ال+ سلام  )  ,  و  قد  بشر  ب +ه جد +ه محمد  (  صلي  الله  علي +ه",neutral
 لا  اعتقد  ان  ال+ رءيس  حريري  س+ يعود  عن  استقاله +ه و+ ال+ حل  ب+ تاليف  حكومه  تكنوقراط  حيادي +ه تءمن  اجراء  ال+ انتخابات  و+ تجنب  ال+ بلاد  ال+ فراغ  و+ تمنع  عن +ها ال+ مخاطر,neutral
" انت  تفهم  ايض  ان  يدي  قاصر +ه ,  و+ كتفي  بعيد  جد  عن  كتف +ك ,  و+ ال+ ارض  لا  تطوي  ,  و+ ال+ شمس  واحد +ه ,  و+ لا  املك  الا  ال+ دعاء  ,  و+ ان +ي احب +ك .",very_positive
" ""  ال+ عبره  في  ال+ دقه  و+ ال+ توجيه  و+ ال+ مهاره  مش  ال+ سرعه  ,  فيدرير  عند +ه ارسال  طبيعي  ك+ سرع +ه بس  فتاك  ك+ فعالي +ه ,  لماذا  ?  الله  اعلم  """,very_positive
 طبعا  غير  صحيح  .  .  هذا  كل +ه ب+ هدف  عدم  جعل  ال+ منطقه  تستقر  حتي  و+ ان  ب+ ال+ كلام  فقط  ل+ زعزع +ه ال+ استقرار,negative
 صافي  غلا +ك يسوق +ني للغنا  سوق  و+ جريت  صوت  يعشقون +ه هل  ال+ ليل  ياللي  وصال +ك ذوق  و+ مقابل +ك ذوق  حب +ي ل +ك اكبر  من  كلام  ومراسيل,very_positive
" ب+ غض  ال+ نظر  عن  عدم  ال+ دقه  ,  لكن  باكايوكو  هو  اكثر  من  سدد  كرات  ال+ يوم  .  .  هنا  تعلم  قيم +ه عوده  ك+ انتي  ل+ خط  ال+ وسط  .",neutral
 كمان  ابطال +نا ع  جبهات  حلب  عم  تدعم  ال+ منتخب  عين  عل  عدو  و+ قلب  عم  يدعي  ل+ ابطال +نا ب+ ال+ فوز  .  الله  يحمي +كن اخوات +ي,very_positive
 قال  ابن  ال+ قيم  رحم +ه الله  :  .  من  اشتغل  ب+ الله  عن  نفس +ه كفي +ه الله  مءون +ه نفس +ه .  و+ من  اشتغل  ب+ الله  عن  ال+ ناس  كفي +ه الله  مءون +ه ال +نا,neutral
 100  %  او  كان  هرب  عبلد  تاني  سخر  سخر  .  كس  اختا  استحليت  شوف  شي  عون +ي ف+ يو  مخ  !  !  .  سبحان  الله  كلن  الله  خالقن  مجاديب,very_negative
 عنجد  مابعرف  كيف  وحد +ه بتنط  من  برنامج  اغاني  ل+ تمسك  برنامج  سياسي  مع  سياسيين  .  و+ ال+ كل  شاطط  ريالتو  علي +ها ياخي  ماصارت  من  واءل  ك+ فوري  ل+ شكري  ال+ قوتلي,negative
 خالد  بن  عبدالله  مسبب  ل +ك مرار +ه ي  حاقد  و  ي  حاسد  و  س+ يبقي  رمز +نا خالد  غصب  عن +ك ي  بلوتو  كاس  ال+ عالم  حيوحشنا  5,very_negative
 و+ الله  لستم  اعلي  شان  او  احسن  !  !  الله  ينتقم  من +كم حميع  تلعبون  ب+ مصير  ال+ شعوب  و+ تهرقون  ال+ دماء  ال+ بريءه  ب+ لعب +ه من  س+ يفرض  نفوذ +ه !  !,very_negative
 (  ص  )  :  .  4  من  كن  في +ه كان  منافقا  خالصا  و+ من  كانت  في +ه خصل +ه كانت  في +ه خصله  من  ال+ نفاق  :  1  ـ  اذا  اءتمن  خان  2  ـ  و+ اذا  حدث  كذب  3  ـ  و+ اذا  عاهد  غدر  4  ـ  و+ اذا  خاصم  فجر,neutral
" @  احب +ك اكبر  من  اربع +ه فصول  ,  و+ اعمق  من  حجرات  قلب  ,  و+ اوسع  من  اربع  محيطات  و+ اندر  من  عناصر  ال+ هواء  ,  احب +ك ب+ نبض  رقيق  وحرو",very_positive
" لو  حد  فعلا  بيفكر  يشتري  تذاكر  كاس  ال+ عالم  ,  ال+ بيع  حيبدا  بعد  نص  ساعه  (  ال+ ساعه  11  ب+ توقيت  مصر  )  .  ال+ بيع  حيبقي  ب+ ال+ اسبقيه  ,  فال",neutral
" حرك +ه ال+ جهاد  في  بيان  ل +ها تستنكر  اعتبار  حزب  الله  (  منظم +ه ارهابي +ه )  ,  و+ تري  في  هذا  ال+ قرار  خدم +ه ل+ ال+ عدو  ال+ صهيوني  ,  و+ عربون",negative
 اللهم  ان +ي اسال +ك ب+ عدد  من  سجد  ل +ك في  حرم +ك ال+ مكرم  من  يوم  خلقت  ال+ دنيا  الي  يوم  ال+ قيامه  ان  تعافي  قارء  هذا  ال+ دعاء  و+ ان  تحفظ +ه,positive
 اللهم  اشف  كل  من  شك +ي الما  .  و+ خفف  علي  كل  من  بكي  وجعا  و+ حزنا  .  رب  ارح  ثم  هون  ثم  اشف  كل  نفس  لا  يعلم  ب+ الم +ها الا  انت  .,positive
 دول  ال+ خليج  دخلت  مرحل +ه ال+ ضريبه  علي  ال+ قيمه  ال+ مضافه  علي  بعض  ال+ سلع  منذ  بدايه  هذا  ال+ شهر  ب+ نسب +ه تصل  ل  5  %  .  .  لكن  دول  ال+ خليج  هذه  تءمن  كافه  ال+ خدمات  .,positive
" ال+ شركات  ال+ ناشءه  التي  تستطيع  ان  تبدا  ال+ عمل  و+ ال+ انتاج  ب+ فريق  عمل  صغير  مءلف  من  ال+ شركاء  /  ال+ مءسسين  فقط  ,  لدي +ها ميز +ه كبير +ه او  ب+ ال+ احري  هاءله  .  ادار +ه",very_positive
 خطب  امير  في  قوم +ه ف+ قال  :  .  لم  يصب +كم ال+ طاعون  منذ  ان  و+ ليت  علي +كم .  ف+ قال  اعرابي  ان  الله  ارحم  من  ان  يجمع  علي +نا مصيبتين  انت  و+ ال+ طاعون,neutral
 و+ تبقي  :  .  هز +ه ال+ قلب  تختلف  عن  هز +ه ال+ ارض  .  ف  في  ال+ اولي  نحتاج  ل+ ثبات  في  ال+ عقل  .  و+ في  ال+ ثانيه  نحتاج  لثباث  في  ال+ دين  والدعا,neutral
 و+ هذه  هي  طبيعه +كم ف+ عندما +ما ترون  ان  امور  منطق +ه ال+ شرق  ال+ اوسط  معقد +ه و+ في +ها نوع  ال+ حساسيه  بين  دول +ها تبداون  ب+ صب  ال+ مزيد  من  ال+ زيت  علي  ال+ نار,very_negative
 كلام  ال+ ناس  زياد  بارود  يدعو  الي  وضع  ب+ ال+ استقاله  خلف +نا و+ ال+ نظر  الي  ال+ امام  لان  تداعيات  ال+ ازمه  خطير +ه علي  كل  اللبنانين  و+ ليس  علي  فريق  واحد  فقط,neutral
 عاجل  -  رويترز  عن  مسءول  لبناني  كبير  :  لبنان  يتجه  الي  ال+ طلب  من  دول  اجنبيه  و+ عربي +ه ال+ ضغط  علي  ال+ سعوديه  ل+ فك  احتجاز  ال+ حريري,neutral
" طلاب  ال+ مدارس  من  ال+ عواءل  ال+ فقيره  ,  يحتاجون  ل+ كسوا +ه شتويه  تحمي +هم من  برد  ال+ شتاء  ,  كن  انت  المبادر  و+ تكفل  ب+ كسوه  طالب  او  اكثر  .",positive
 مبروك  ل+ افضل  لاعب  تاهل  ال+ برتغال  ل+ كاس  ال+ عالم  .  15  هدف  ب+ ال+ تصفيات  ل+ ال+ دون  حب  حب  .  ما  كنت  ب+ تخيل  كاس  ال+ عالم  بلا  رونالدو  قوه,very_positive
 عقاب  صقر  ل+ ال+ مستقبل  :  ال+ خبر  ال+ متداول  عن  توجه  طاءر +ه ال+ رءيس  ال+ حريري  الي  بيروت  عار  عن  ال+ صحه  و+ ال+ حريري  لن  يعود  ال+ يوم  و+ انا  مسءول  عن +ما اقول +ه .,negative
" ان  الله  يعلم  ال+ قلب  ال+ نقي  ,  و+ يسمع  ال+ صوت  ال+ خفي  ,  ف+ اذا  قلت  :  يارب  ,  ف+ اما  ان  يلبي  ل +ك ال+ نداء  ,  او  يدفع  عن +ك ال+ بلاء  ,  او  يكتب  ل +ك اجر  في  ال+ خفاء  .",positive
 لا  يهدد  لبنان  الا  حزب  الله  و+ لا  مشكل  الا  ب+ سبب +ه و+ لا  راح +ه الا +لا ب+ ال+ خلاص  من +ه من  يعبد  ال+ شمس  لن  يستطيع  بناء  دول +ه مدني +ه,very_negative
 يارب  كل  ال+ ناس  تسافر  و+ كل  حدا  عند +ه مصلح +ه يقضي +ها و+ تكون  ال+ امور  طبيعي +ه ب+ جد  زهق +نا من  ال+ مناشدات  والبكاءيات  و+ ال+ ضغط  ال+ لي  بنع,very_negative
 اشتاق  ل +ك شوق  ال+ هوي  ل+ ال+ مسافات  .  و+ اشتاق  ل +ك شوق  ال+ قمر  ل+ ال+ ليالي  .  و+ اندم  علي  وقت  قبل  شوفه +ك فات  .  و+ احرص  علي  وقت  ب+ حب +ك بقي  ل +ي,very_positive
 ان  بعض  ال+ ظن  اثم  و+ لا  تجسسوا  و+ لا  يغتب  بعض +كم بعض +كم بعضا  .  ايحب  احد +كم ان  ياكل  لحم  اخ +ه ميتا  ف+ كرهتم +ه و+ اتقوا  الله  ان  الله  توام  رحيم  )  12  ال+ حجرات,positive
 هي  مغرم +ه ب+ ال+ نحو  .  .  .  قال  ل +ها :  اعربي  حبيبي  جار  علي +ه ال+ حب  و+ اعتد +ي .  قالت  :  حبيبي  مبتدا  في  كلام +ه .  قال  :  ضميه  ان  كان  مبتدا  .,positive
 ل+ من  يكون  وياك  طفل  (  ب+ ال+ طلعه  و+ يظل  يخبص  ال+ دنيا  اذا  ما  اشتريناله  ف  لازم  ترضي +ه ب+ شي  مثل  هذا  .  طلع +ه مع,negative
 لا  تكن  الا  محضر  خير  و+ ان  ذهبت  لا  تطعن  ال+ شعب  ال+ لبناني  ب+ ال+ ظهر  كما  فعل  .  غير +ك و+ لا  تتامر  علي  ال+ عهد  و+ لا  تكون  مسبب  ل+ ارقاء  ا,negative
" ال+ وزير  :  علي +نا وضع  خط +ه طواريء  اقتصادي +ه من  اجل  انتاج  نمو  غير  اعتيادي  لكي  لا  نذهب  الي  انحدار  ,  ,  .  انا  :  اسمع  كلام +ك اصدق +ك اشوف  امور +ك استعجب  .",negative
 متل  ل+ ما  كون  عامل  مشكل  ب+ ال+ بيت  و  صوتي  طالع  .  .  و  يجي  ب+ يي  فجا +ه و  يقول  صوت  مين  طالع  .  .  و  قول  انا  مين  معلي  صوت  التي  في  و,negative
 هو  تقريب  دعوه  اللهم  توف +ني و+ انت  راضي  عن +ي لازم  تكون  اكتر  دعوه  بندعيها  و+ اح +نا بنشوف  كميه  ال+ ناس  ال+ لي  بتموت  ف  ال+ فتره  دي  و+ اغلب +هم ف  سن  صغير  .  .,negative
 لا  يهدد  لبنان  الا  حزب  الله  و+ لا  مشكل  الا  ب+ سبب +ه و+ لا  راح +ه الا +لا ب+ ال+ خلاص  من +ه من  يعبد  ال+ شمس  لن  يستطيع  بناء  دول +ه مدني +ه,very_negative
 انا  ?  مشان  الله  ما  تحط +ني انا  دايما  ان +ي بس  ب+ سب  بقي +ه ال+ لاعبين  و+ ب+ مدح  بنزيما  ?  فرق  يا  كرم  ابوس  ديودك,negative
 من  غوادالوبي  الي  باريس  و+ لورد  وفاطيما  .  علي  خطي  ال+ مسيح  .  مشوار  مع  مريم  مفعم  ب+ ال+ قداسه  و+ ال+ ايمان  .  يا  عدرا  عين +ك علي +نا,neutral
 ال+ تحكم  ال+ مروري  :  قطع  ال+ سير  ال+ قادم  من  سد  البوشريه  ب+ اتجاه  الدكوانه  و+ تحويل +ه الي  ال+ طرقات  ال+ فرعيه  ب+ سبب  ال+ اشغال  و+ حركه  ال+ مرور  كثيف +ه في  ال+ محله,neutral
 ان +ه شيء  غريب  ان  نندفع  ل+ مغادره  حياه  هي  حياه +نا او  نستمر  في +ها ب+ طاق +ه ال+ مغادره  و+ ال+ حقد  علي +ها و+ هي  تلتصق  ب +نا و+ لن  يغدو  مهم,negative
 ال+ سودان  يجدد  عزم +ه ال+ لجوء  الي  ال+ تحكيم  ال+ دولي  ل+ حل  قضيه  حلايب  مع  مصر  اخبار  دولي +ه,neutral
 ال+ تشهير  سلاح  قوي  ضد  ال+ مفسدين  و+ ال+ مجرمين  .  اعتماد  ال+ تشهير  في  ال+ عقوبات  س+ يجعل  كل  شخص  .  يضرب  الف  حساب  ل+ اعمال +ه .  خاص +ه في  مجتمع +نا الذي  يهم +ه كلام  ال+ ناس,negative
 ال+ صدقه  تظل  صاحب +ها يوم  ال+ قيامه  :  قال  صلي  الله  علي +ه و+ سلم  كل  امرء  في  ظل  صدقه +ه حتي  يفصل  بين  ال+ ناس,positive
 يارسولي  ياحبيبي  فديه +ك بابي  و+ امي  .  .  ادنس  هذا  ال+ كلب  مسجد +ك ?  !  اوقف  هذا  ال+ كلب  ذليل  عند  مرقد +ك ?  !  .  .  ايا  حبيبي  هل  قض  هذ,very_negative
" مستشفي  جبل  لبنان  ب+ حاج +ه ماس +ه ل  4  وحدات  دم  من  فءه  -  ل+ ال+ سيده  رانيا  ابي  خليل  ,  ل+ ال+ تبرع  ال+ رجاء  ال+ اتصال  علي  ال+ رقم  531905  -  03",neutral
" شاهد  :  ال+ مدرب  و+ ال+ ناشط  في  مجال  ال+ تراث  ال+ فلسطيني  كمال  دراوشه  ,  يتحدث  عن  تاريخ  الدحيه  ال+ فلسطينيه  و+ حقيق +ه تسميه +ها ب  رقص",neutral
 عسي  ان  يعوا  سياسيوا  و+ نواب  و+ كتل  سن +ه ال+ سلطه  و+ اكراد +ها -  و+ عدم  ال+ تهديد  -  فالينظروا  ماحدث  في  ال+ سعوديه  -  واليتعض,negative
 تقرير  ل+ سلطه  ال+ امان  علي  ال+ طرق  في  دول +ه ال+ احتلال  يكشف  عن  ان  ال+ مجتمع  ال+ عربي  في  ال+ داخل  ال+ فلسطيني  ال+ محتل  هو  ال+ اكثر  تعرضا,negative
 ل+ من  يذكرون +نا ب+ ال+ خير  .  .  يا  رب  ب+ ال+ خير  اذكر +هم .  .  و+ ب+ ال+ حب  ارعا +هم .  .  و+ املا  قلوب +هم نورا  .  .  و+ ارفع  اللهم  مراتب +هم .  .  و+ في  جن +ه ال+ خلد  اللهم  اجمع +نا ب +هم .  .,very_positive
 هيدا  ال+ كلام  ال+ سليم  فعلا  ما  كان  في  مشكل +ه و+ ال+ كل  عم  بيشتغل  ب+ ورش +ه عمل  و+ عم  بينفذ  الي  جانب  ال+ رءيس  مهامو  علي  اكمل  وجه  حق +نا نعرف  شو  صار,positive
" ال+ اراء  من  هذه  ال+ نوعيه  اعتبر +ها شاذ +ه لا  طاءل  من  و+ راء +ها و+ لا  فاءده  ترجي  ,  ف+ هي  لا  تخدم  ال+ باحث  عن  ال+ معلومه  ,  و+ لا  تعتبر  من  ال+ محتوي  ال+ مفيد  !",very_negative
 ال+ كثير  من  ال+ اخوه  في  ال+ سعوديه  يصفون  ال+ عراق  بلد  ال+ طاءفيه  و+ ال+ تحريض  و+ ال+ فساد  ال+ مالي  .  هل  وجدتم  كل  ذلك  في  بلد +كم بعد  خطوات  ال+ ملك  ال+ اخيره  ?  !  .  صافي,negative
 كما  هطلت  ال+ امطار  علي  محافظ +ه تيماء  .  و+ علي  ال+ شرف  وعلقان  ب+ محافظ +ه حقل  ارتوت  علي  اثر +ها ال+ ارض  جعل +ها الله  سقيا  خير  و+ رحم +ه و+ عم  ب+ نفع +ها ارجاء  ال+ بلاد  .,positive
 جدي  الله  يرحمو  كان  يقول  :  عند  اختلاف  ال+ دول  احفظ  راس +ك .  بس  يا  جدي  .  .  ال+ دول  مختلفين  ع  راس +ي !  شو  ال+ حل  ?  ?  .  لبنان  ال+ ان  .  لبنان,negative
 لسان  حالي  كره  .  دخلت  مرقد  علي  ب+ دلالي  ال+ كسير  .  و  ب+ مدامع  شوقي  احجي  ويه  ال+ ضمير  .  صدق  انا  و+ اقف  ب+ صحن  ال+ امير  ?  !  .  شلون  وقف +ه ال+ ملك  يتمنا +ها قلب  .  مشاي,positive
 هنالك  نهايات  اسبوع  اطول  من  كل  ال+ اسابيع  .  هنالك  صباحات  رماديه  ل+ ايام  لا  علاق +ه ل +ها ب+ ال+ خريف  .  و+ ذاكره  مفروش +ه لا  تصلح  ل+ ال+ ايجار  احلام  مستغانمي,neutral
" نغلق  اعين +نا عندما +ما نضح +ك ب+ شد +ه ,  و+ عندما +ما نحلم  و+ عندما +ما نتعانق  و+ عند  ال+ خشوع  لان  اجمل  مافي  هذه  ال+ حياه  لن  ترا +ه في  عين +ك بل  س+ تشعر  ب +ه في  قلب +ك روعه",very_positive
 مع  كل  احترامي  ل+ كل  الكومنتس  .  .  ما  حدا  درس  عربي  ب  حياه +ه .  الله  يقوي +ك يعطي +ك الف  عافيه  .  نصر  ال+ وزير  ال,positive
 ال+ كل  يعرف  انو  محدا  يحب  احلام  ل+ تصرفات +ها اوكي  بس  وقعت +ها هاي  وقع +ه صعب +ه جدا  جدا  يافن +ها يا  عاءله +ها ياوطنها  وهالشي  عيب  ال,negative
 نحن  قوم  لا  نعرف  ال+ هزيمه  .  .  /  .  و  في  دم +نا يعيش  الف  مناضل  .  .  /  .  ارض +نا س+ تبقي  شامخ +ه عظيم +ه .  .  /  .  و  تراب +ها ارتواء  ب+ دماء  كل  مقاتل  .  .  /  .  وسيم  فياض,very_positive
 نفس  ال+ نتاءج  التي  وصل  ل +ها ال+ عراق  س+ يصل  ل +ها لبنان  اذا  قبل  عون  .  ال+ قيام  ب+ دور  قاءم  مقام  .  خاميني  في  ال+ عراق  نور  ال+ مالكي  .,very_negative
 اتحدا +ك انا  .  ان  تجدي  عاشقا  مثل +ي .  و+ عصرا  ذهبيا  مثل  عصري  .  فارحلي  حيث  تريدين  ارحلي  .  حيث  تريدين  و+ اضحكي  و+ ابكي  .  ف+ انا  اعرف  ا,positive
 جءتم  من  استانه  ياخونه  لتثبتو  ال+ اسد  ب+ ذقون  و+ بقال  الله  و+ قال  ال+ رسول  خذو  ادلب  يا  اتراك  و+ لكن  ان  كنتم  رجالا  احمو  دولتكو  من  النفكك,very_negative
" عندما +ما استلم  رساءل +ك اشعر  ان +ي متصالح  مع  ال+ حياه  ,  و+ حين  لا  افعل  اشعر  ان  ال+ حياه  مخطء +ه و+ ابدا  ب+ ال+ تصادم  مع  كل  شيء  مع  ال+ حي",positive
 جديد  ساعات  زايروس  .  ضمان  سن +ه +  ضد  ال+ ماء  .  مارك +ه زايروس  ال+ اصليه  .  ال+ سعر  :  150  ريال  حب  .  ال+ شحن  و+ ال+ توصيل  =  مجانا,neutral
" ال+ احتلال  يعتقل  ا  .  خلدون  ابو  سليم  مدير  ال+ علاقات  ال+ عامه  في  بنك  فلسطين  ,  اثناء  سفر +ه صباح  ال+ يوم  ال+ احد  عبر  حاجز  (  بيت  حانون  /  ايرز  )  .",negative
 يا  عمي  فهموا  هيدا  يلي  صار  ب+ لبنان  توازن  طاءفي  !  ل +ي اخدينلو  ابعاد  هلقد  ?  ليبيا  اختطفت  زعيم  شيعي  وهلق  اللملكه  عم  تعمل  ت,negative
 رب +ي ابعد  ام +ي و  اب +ي .  متاعب  ال+ دنيا  و+ لا  تذق +هم .  طعم  ال+ الم  و+ لا  دموع  ال+ حزن  .  يارب  ب+ حجم  سماء +ك ال+ سابعه  .  ارح  قلوب +هم و+ اسعد +هم .  حب  حب,positive
 كل  ما  يحدث  ل +نا في  ال+ حياه  .  .  لا  يحدث  صدف +ه و+ لا  عبث  و+ لا  بلا  سبب  .  .  بل  يحدث  ل+ حكم +ه ما  .  .  اما  ان  يكون  تنبيه  او  ايقاظ  من  غفل +ه او  درس  نتعلم  من +ه,positive
" -  بيب  بدا  في  السيتي  منذ  ال+ صفر  ,  ب+ تكتيك  جديد  و+ تشكيل +ه جديد +ه .  .  و+ لكن +ه في  ال+ نهايه  صنع  فريق  عنيد  يصعب  ال+ فوز  علي +ه ,  ممتاز",very_positive
 من  يدين  و+ يستنكر  ال+ صاروخ  ال+ يمني  .  هو  زنديق  لقيط  سافل  .  لان  اشلاء  اطفال  ال+ يمن  اهم  من  كل  ال+ خليج  نتمني  من  مطلقي  ال+ صواريخ  ان  يقصفو  احياء  سكني +ه,very_negative
" ابداعات +نا ب+ ال+ رسم  ال+ يوم  طلعت  بلاب  ال+ هيومان  ,  طبعا  هاي  من  ال+ رسومات  ال+ فنيه  ال+ لي  طلعت  و  طبعا  مش  حاب  احكي  مين  صاحب +ها سخر  سخر",positive
 هيدا  ال+ سيد  يلي  عم  تحكي  عن +ه ما  خان  ال+ عروبه  دم  ال+ شهداء  و+ بقي  ضد  اسراءيل  مش  متل  ال+ ملك  بلي  عند +كم,positive
 انا  شاب  سوري  من  حلب  ارجو  من +ك مساعده +نا في  نشر  فيديو  من  مجهود  فردي  من  ابناء  حلب  ال+ شهباء  دعمن  ل+ ال+ منتخب  ال+ سوري  في  لقاء +ه امام  استراليا,positive
 اكدت  ال+ دراسات  ان  40  %  من  ال+ شعب  ال+ لبناني  بيشخر  و  هو  نايم  .  .  .  .  .  .  .  .  .  .  .  .  .  .  و+ ال+ باقي  .  .  و  هو  صاحي,negative
 كاس  ال+ عالم  حيوحشنا  5  .  ل+ ابد  من  ثور +ه جماهير +ه نادي +نا يسرق  امام +نا و+ وضع  اشخاص  كشتوا  في  نادي +نا و  اول +هم طارق  كيال  ل+ ابد  من,very_negative
 اظن +هم في  ورطه  اعمدو  سنين  علي  هذا  و+ لا  يعرفون  غير +ه و+ اظن  ان  ساعه  ال+ حقيقه  دقت  يا  حزب  الله  و+ يوم  دحر +كم الي  ال+ سجون  قريب,very_negative
" من  حب +هم ل+ ابناء  وطن +هم ,  و  سعي +هم ل+ ال+ مساهمه  ب+ خدم +ه ال+ اسر  ال+ محتاجه  في  ال+ اردن  ,  تطوع  طلاب  مدراس  ال+ كليه  ال+ علميه  ال+ اسلاميه  بتع",positive
 مصادر  فلسطينيه  :  اندلاع  مواجهات  بين  شبان  و+ قوات  في  ال+ احتلال  في  بلد +ه سلواد  شرق  رام  الله  ال+ يمن  صرخ +ه حق,negative
