Tweet	Country	Topic	Sentiment	Sentiment_Expression	Sentiment_Target
و أخيراً حضرت الحلقات المتراكمين عليي 19 و 20 اشتقت زمان عن أجواء المسلسل ههه حسيت صارلي فترة طويلة بعيدة عنه 😍 أما… https://t.co/Qb6xqz9NSR	palestine	entertainment	positive	explicit	أخيراً حضرت الحلقات المتراكمين عليي
رئيسنا قدن كلن بوزع كرامة على ما يسمى بـالملوك فهو ملك الملوك 💪 جبل شامخ لا ينحني إلا لربه ووطنه .… https://t.co/6KviK6BBJb	lebanon	politics	positive	explicit	فهو ملك الملوك
أذكار المساء. قرءة سورة الإخلاص،وسورة الفلق وسورة الناس٣ مرات. قراءة آية الكرسي. اللهم بك أمسينا ، وبك أصبحنا وبك نحيا، وبك نموت ، وإليك المصير	lebanon	religions	neutral	none	none
لو كنت موسيقي فأنت اكبر العازفين . و لو كنت نحاتاً فأنت احلى الرسامين . و لو كنت مهندساً فأنت اعرق المهندسين . و أنت ل… https://t.co/xBxCZpMkFb	jordan	personal	positive	explicit	['لو كنت موسيقي فأنت اكبر العازفين', 'غزل عفيف', 'لو كنت موسيقي فأنت اكبر العازفين و لو كنت نحاتاً فأنت احلى الرسامين و لو كنت مهندساً فأنت اعرق المهندسين و أنت ل', 'لو كنت موسيقي فأنت اكبر العازفين و لو كنت نحاتاً فأنت احلى الرسامين و لو كنت مهندساً فأنت اعرق المهندسين']
@AjelNews24 في حال طلب خدمة التحكيم لأدوات البحث أدوات الدراسة فسيتم إرسال الأوراق بعد تحكيمها لإيميلكم خلال خمسة أ… https://t.co/BoQnrKW7gu	palestine	education	neutral	none	none
@Love_You_Elissa @Mohammad_njj @Bouchra11438395 @oussamahamadeh ولي محمد هلا بشرشحك امام امة لا اله الا الله ههههههه	jordan	personal	negative	explicit	ولي محمد هلا بشرشحك امام
موعدكم #الآن مع مسلسل #عاصمة_عبدالحميد . على قناة #فورشباب . لمشاهدة البث المباشر . https://t.co/W8mokH3uhT https://t.co/lnX7cbhu47	lebanon	entertainment	neutral	none	none
يشير الرقم٤ في شعار يوم الجودة العالمي2017 إلى الهدف الرابع من أهداف التنمية المستدامة ال١٧وهو جودة التعليم… https://t.co/BZVigldvRB	jordan	politics	neutral	none	none
ليست الدنيا بما فيها هي التي ترفعك عند نفسك أو تخفضك ، بل فكرك بما يكون فيه هو يخفضك أو يرفعك ، ومن الذي يملأُ فكرك غيرك .	palestine	personal	neutral	none	none
السفارة #السعودية في #لبنان :. تواصلنا مع السلطات الأمنية على أعلى المستويات للإفراج عن المواطن المختطف دون قيد أو شرط في أقرب فرصة ممكنة.	palestine	politics	neutral	none	none
إذا كان العبد ليس له من صلاته إلا ما عقل منها، فليس له من عمره إلا ما كان فيه بالله ولله.	jordan	religions	neutral	none	none
@DijlahTv ها ست هناء - هل تريدين تطبيق العلاقة الامريكية بين الرجل والمراءة بدون زواج لتسعدين بها بدون مسؤلية ارتباط رسمي	jordan	personal	negative	explicit	لعلاقة الامريكية بين الرجل والمراءة
الاعب الاستثنائي بكل شي ادواردو خبر حزين اصابته بالرباط ، افرح جماهير الزعيم كثير و حقق للهلال جميع البطولات و باذن… https://t.co/4pw6qrs841	palestine	sports	negative	explicit	خبر حزين اصابته بالرباط
تم قبول الشيخ / #ناصر_ بن_عبدالله_ ابن_ زيد ، في#كلية_الملك_فهد_الأمنيه دورة الظباط الجامعيين ، مبروك والله يوفقه لخدمة دينه ومليكه ووطنه .	palestine	politics	positive	explicit	ناصر_ بن_عبدالله_ ابن_ زيد
المحكمة الاتحادية العليا : لا يوجد نص في الدستور يجيز انفصال أي من مكونات #العراق	jordan	politics	neutral	none	none
مشكلة الهلال لياقيه . اذا قلة اللياقه قل التركيز وقلة السرعه .. . الشوط الثاني يسحبون ارجولهم من التعب. والحكم اطلق صا… https://t.co/hfBT2ryTrp	palestine	sports	negative	explicit	مشكلة الهلال
@abas07751297 @meitham12346 كل المصادر المعتمدة عند الشيعة تؤيد عدم صحة وجود شخص باسم سبأء وهو شخصية وهمية من تاليف شيوخ بني امية	syria	religions	negative	explicit	وهمية
تعوَّد أن لاَّ تتعوّد،لا تعتاد شيئاً أو أحداً أو مَكاناً أو صوتا أو حديثا لكي لا تتألم عندما تغادرك الأشياء ويتخلّى… https://t.co/LTRfHwcYIo	palestine	personal	very_negative	explicit	لكي لا تتألم
متوسطات الطول والا الطويلات. ولا القصار الراويات الفواتن .. بنات حوا كل ابوهم جميلات. في عين رجال ماالت… https://t.co/fzEISctLCQ	jordan	personal	very_positive	explicit	متوسطات الطول
بصراحة تستحق الجدل الواسع . يعني انا بنفسي للان اتذكر النهاية و شعوري تجاهها. انقهرت بشكل مو طبيعي . وظليت حسب ما اذكر… https://t.co/JhEVLWwcwa	palestine	personal	negative	explicit	تستحق الجدل الواسع 
الحياة أجمل من حزن و أصدق من خيبة و أعظم من غدر و أكبر من كذبة. فقط. أنظر لها بـ القلب الذي يرى الله. و ثق به حتى إن ك… https://t.co/rqSfI55YCm	jordan	personal	positive	explicit	الحياة أجمل من حزن
هل انت مع تواجد 20 فريقا بنظام الدوري العام وهبوط اربيل والكرخ ؟ . أم مع نظام المجموعتين بتواجد 26 او 28 فريقا وتأهل… https://t.co/DQ5HjfBepJ	syria	sports	neutral	none	none
تعلمت من محمد بن سلمان شيء غاية بالأهمية . أنه من الفساد أن تضع هيئة تكافح الفساد . مكافحة الفساد تحتاج لبطل لا تأخذه… https://t.co/XqIvuSWkyC	jordan	politics	positive	explicit	مكافحة الفساد
لا تعش حياة لا تشبهك // ولا تقل كلاما لا يمثلك // ولا تشارك بمعركة ليست لك// فلا شيئ يليق بك سوى أن تكون أنت أنت دوما والسلام //	jordan	personal	neutral	none	none
هل تعلم أن يزن السيد كان لاعب كرة قدم. في أندية محلية عدة نذكر منها: النضال، الجيش، المجد، والشرطة وقد تميز يزن بأنه… https://t.co/fN7dkwXNo7	lebanon	sports	neutral	none	none
بعد التغريدة الأخيرة ل احلام انتظرو منعها من الدخول الى السعودية و الأمارات😂. ابو السياسة القذرة الي دخلتوها حتى بالفن الجسمي + فؤاد صدموني😑	syria	politics	very_negative	explicit	بعد التغريدة الأخيرة ل احلام
#السبهان : ما الفرق بين حزب الله وداعش؟ انها تنقل #الارهاب الى المنطقة . السبب الرئيسي لنشوء هذه الحركات هي #إيران وابنها البكر حزب الشيطان	lebanon	politics	negative	explicit	إيران وابنها البكر حزب الشيطان
قآل عمر بن آلعآص : لو يعلم آحدكم حقيقة جهنم. لصرخ منهآ حتى ينقطع صوتة. ولصلى حتى ينكسر صلبه. يارب أجرنا من النار. يارب أجرنا من النار	syria	religions	neutral	none	none
أيقنت أن الحياة لا تستحق كُل ذلك التأثُر ترحل مصاعب تأتي غيرها ، تموت ضحكات تولد أخرى ، يذهب البعض يأتي آخرون .. مجرد حياة. #الشباب_يلزمه عقل	palestine	personal	positive	explicit	تموت ضحكات تولد أخرى
لوفرين اذا كان بالمدرجات او بالدكة او ينزل اساسي يستلم ١٠٠ الف باوند اسبوعي . ابن الحرام زوج ال؟؟؟	syria	sports	very_negative	explicit	ابن الحرام
ياطحالب الوطن خط احمر كل شي الا المنتخب وسمعة الكرة السعودية واللي بياثر على منتخبنا ينداس تحت النعال… https://t.co/OEa7hCqnNT	palestine	sports	very_negative	explicit	المنتخب وسمعة الكرة السعودية
#لبنان_الآن في بحر هائج بين ضفتين والمركب مثقوف ولا يوجد قبطان وفيّ يبدأ مهمته بسد الثقب قبل إقرار وجهته نحو الضفة الامنة	lebanon	politics	negative	explicit	بحر هائج بين ضفتين
@AmalArafaa لا اعجابين بيوم واحد 😍😍😍 انا ما في 😅. بنحبك والله يحميكي ويسعدك ودائما بشوق لانتظار جديدك يا احلى طاقة ايجابية 😍 بتسعدينا ❤️❤️❤️	lebanon	personal	very_positive	explicit	احلى طاقة ايجابية
ليش بدكم تخربوا هالبلد #لبنان بلد حلوة و شعبها بحب الحياة و عايشها و مبسوط فيها ...الله يهدي البال و ان شاء الله اةهالازمة بتخلص على خير	jordan	politics	very_negative	explicit	ليش بدكم تخربوا هالبلد
بعد زيارة أخصائي التغذية. ملاحظة 1: نازل 1 كيلو في أسبوع.. ملاحظة 2: دهون نازل 0.07%. ملاحظة 3: شطبت الرز تماما. و شبه شطبت الخبز	jordan	personal	neutral	none	none
@sa_my75 أسأل الله الذي لا يعجزه شيء في الأرض ولا في السماء أن يعطينا فيرضينا ويرزقنا فيغنينا .،ويجعلنا من السعداء… https://t.co/O7c9YHVoJK	lebanon	religions	positive	explicit	يجعلنا من السعداء
@alzaeem_king الهجوم عالمملكة بدء بعد حرب الخليج وانطلاق التحالف من ارض سعودية وكان السعودية مشاركة بالتحالف فاصبحت عدو مستهدف	syria	politics	negative	explicit	الهجوم عالمملكة
#عبدالله_التل قالها من زمااان . لأهل #فلسطين : ( يا اهل فلسطين بيعوا ابنائكم واشتروا السلاح ، لان العرب قد باعوكم )… https://t.co/SqvyewFUQc	palestine	politics	negative	explicit	العرب قد باعوكم
اصلاً طول مهو العرب مفكرين انه فلسطين للفلسطينية و الاردن للاردنية و النفط للسعودية طول ما رح يضل مدعوس ع رقابكو ول… https://t.co/hxvjMmwsQT	palestine	politics	very_negative	explicit	طول ما رح يضل مدعوس
#فيديو| جيش #الاحتلال ينشر مقطعا مصورا لأليات وجرافات يتم التحكم فيها عن بعد يقول أنها ستكون ضمن ترسانته في أي حرب… https://t.co/gxhsO323Eb	syria	politics	neutral	none	none
مااعرف ليش تذكرت شيون لما غضب من الالف لانهم تكلموا على البنت اللي كانت معه ببرنامج لقد تزوجنا 😁😁💔💔. #READYTOPLAY. 12… https://t.co/7uHKoHU4Xq	jordan	entertainment	negative	implicit	برنامج لقد تزوجنا
ما هي كلمة السر التي تلقاها الحريري حتى قدم استقالته هل من أزمة أو حرب قادمة على لبنان	lebanon	politics	negative	explicit	الحريري
قبل النوم تتوارد الأفكار، تمر بك لحظاتٌ مضت، وكيفَ سيكون غداً ؟ وأجمل فكرة ستمر بك هي ظنك بأن الله يُخبئ لك في قادم الأيام خيراً عظيما ♥️.	palestine	personal	positive	explicit	ن الله ي
@F_9480_78 @MAlqwas @AlsaeedFajer وارض قاعده العديد يالي هيه نصف مساحه قطر المحتله ارض قطريه نبي نحررها من بن الهايته موزه خيال الماته	syria	politics	negative	explicit	نصف مساحه قطر
أنا اسير على ثلاث مبادىء :. افعل ما هو صواب , وقدم كل ما باستطاعتك , واظهر للناس دائما بأنك مهتم بما يحدث.	palestine	personal	neutral	none	none
@NuraGh1 اللهم أنت ربي لا إله إلا أنت، خلقتني وأنا عبدك، وأنا على عهدك ووعدك ما استطعت، أعوذ بك من شر ما صنعت، أبوء… https://t.co/pSRAbpJv3g	palestine	personal	positive	explicit	خلقتني وأنا عبدك
كيف كل قضايا التزوير والفساد فيالاندية نسبت لاشخاص الا في النادي الاهلي ..!! على فكرة هذا نادي سعودي ولقبه (الملكي) #كاس_العالم_حيوحشنا	palestine	sports	negative	explicit	قضايا التزوير والفساد فيالاندية
@MidoSKhz @Ib85Hanan أقسم بالله اني مش متفائل من يوم ما عرفت انو بوربلان الكلب هوا الحكم كتالوني ابن ستين شبشب هادا	palestine	sports	very_negative	explicit	نو بوربلان الكلب هوا الحكم
ما حدا بمثلني بقضية لقمة العيش لا النواب يلي عم يفرضوا ضرايب ولا يلي عم يهوبروا كرمال اصوات انتخابية ! كلو عم يستغل… https://t.co/ksLcjzHo41	lebanon	politics	negative	explicit	عم يفرضوا ضرايب
مستحيل اصدق كلام اليوم حتى اشوف بعيني لأنهم اكثر من مرا يقولون كلام واذا جا الصدق يحاولون يصرفوننن مستحيل اصدقهم .	jordan	personal	negative	explicit	مستحيل اصدقهم
بين ساعة وساعة الحياة ممكن تنقلب الى هيئة مغايرة تماما .. ما في أمان مطلق ولا ثبات ؛ هاي الفكرة مفزعة، فكرة التحول المفاجئ !!	syria	personal	negative	explicit	هاي الفكرة مفزعة
برلمان كردستان يدعو لإرسال لجنة إلى بغداد تناقش رواتب موظفي الاقليم. https://t.co/pVDGdAjuv4. أعلن رئيس كتلة الاتحاد… https://t.co/7qi3H1QT39	syria	politics	neutral	none	none
متحمسة ل in time صوت شونو 😭😭احب اسمع الاغاني الهادئة ب اصواتهم . +. From zero مو تشبه لحن really really لوينر 😐🤔 https://t.co/vkNNieSglS	jordan	entertainment	positive	explicit	احب اسمع الاغاني
الله ياخذ الدراسه والدرجات ياخي نكدو علي نفسيتي وشغلي الشاغل هم ولا بعد المصيبه وين؟لما اذاكر وارتاع من درجاتي ذلحي… https://t.co/M5kZnNGENJ	palestine	personal	very_negative	explicit	الله ياخذ الدراسه والدرجات
بكل صدق وجدية.. . والله انا حزين على ما فعلوه برئيس حكومتنا #سعد_الحريري . الرجل الذي يبقى الاكثر اعتدالا سنيا في #لبنان رغم كل الخلافات	syria	politics	negative	explicit	سعد_الحريري
لا توجد دولة عربية تستطيع تحدي ايران عسكريا غير العراق .. لو اجتمع العرب جميعهم لكن بدون العراق مراح يكدرون يسون اي شي . #عدوان_عسكري_مباشر	syria	politics	negative	explicit	ايران
أنا اسير على ثلاث مبادىء :. افعل ما هو صواب , وقدم كل ما باستطاعتك , واظهر للناس دائما بأنك مهتم بما يحدث.	palestine	personal	positive	explicit	ثلاث مبادىء
لبنان يسجل هدفا جديدا في مرمى المنتخب الكوري الشمالي في بداية الشوط الثاني ليرفع النتيجة الى 3-0	lebanon	sports	neutral	none	none
مستغربة إنو في ناس مبسوكة لخسارة سوريا. عنجد هل قد الحقد ، هل قد قلوبكم سودا. هل قد ما بتتمنولنا الفرح ....يا عيب الشوم بس. عطول كنا مع الكل	lebanon	sports	very_negative	explicit	 لخسارة سوريا
@AJABreaking نصر الشيطان يعترف -للمرة الأولى - منذ بداية الثورة السورية بأنه يقتل في اطفال سوريا ... الأ لعنة الله ع… https://t.co/nytK94IcKl	palestine	politics	very_negative	explicit	نصر الشيطان يعترف -للمرة الأولى
اليوم سنجد تحالف بين اعداء الوطن. من الخارج والداخل من الفاسدين. لا تخذلون من وقف أمام طوفان جارف . عجز الجميع عن مواجهته #الملك_يحارب_االفساد	jordan	politics	very_positive	explicit	#الملك_يحارب_االفساد
معسكر المنتخب الاولمبي مهدد بالالغاء بعد رفض منح تاشيرة الدخول لعلاء مهاوي وعدم جواز اشتراك اللاعبين المغتربين ورفض… https://t.co/a1y2IgeeHq	syria	sports	negative	explicit	معسكر المنتخب الاولمبي مهدد بالالغاء
كن قنوع يا صديقي ولا تنظر لاحد نظرة حسد. ممزوجة بسوء النية ولا تشتهي ما يقتنيه. غيرك واصبر حتى يهبك الله ما تتمناه. لن… https://t.co/R6deR3pAvB	palestine	personal	neutral	none	none
هيئة الترفيه #السعودية أعلنت اليوم الأحد عن تنظيم حفل غنائي استعراضي يقام لأول مرة في المملكة تحييه الفنانة اللبنان… https://t.co/l3NRoytMLw	palestine	entertainment	positive	explicit	تنظيم حفل غنائي استعراضي
أبسط شيء في الأناقه والرقي والحضاره نظافة قلبك لا تؤذي أحدًا ولا تجرح أحدًا كن شيئا جميلًا نظيفً لا ينساه أحد . ف يوماً ما سوف نرحل .	palestine	personal	positive	explicit	والرقي
مسوين مصدومين خيب التوقعات له خمس مواسم ف فريق واحد ولا حسم لك مباراه او عطاك اهداف تفيدك وترفعك والكل يعرف لاتسوقو… https://t.co/7m7AASSrgP	jordan	sports	negative	explicit	['مسوين مصدومين خيب التوقعات له خمس مواسم', 'مسوين مصدومين خيب التوقعات له خمس مواسم ف فريق واحد ولا حسم لك مباراه او عطاك اهداف تفيدك وترفعك والكل يعرف', 'مسوين مصدومين خيب التوقعات له خمس مواسم ف فريق واحد', 'مسوين مصدومين خيب التوقعات له خمس مواسم ف فريق واحد ولا حسم لك مباراه او عطاك اهداف تفيدك وترفعك والكل يعرف لاتسوقو']
الإمام المهدي ( عليه السلام ) ، هو آخر أئمة أهل البيت ( عليهم السلام ) ، و قد بشَّر به جَدُّه محمد ( صلى الله عليه… https://t.co/taSazpMFs6	jordan	religions	neutral	none	none
لا اعتقد ان الرئيس حريري سيعود عن استقالته والحل بتأليف حكومة تكنوقراط حيادية تؤمن إجراء الانتخابات وتجنب البلاد الفراغ وتمنع عنها المخاطر	syria	politics	neutral	none	none
أنت تفهم أيضاً أن يدي قاصرة، وكتفي بعيد جداً عن كتفك، والأرض لا تُطوى، والشمس واحده، ولا أملك إلا الدعاء، وإني أحبك.	syria	personal	very_positive	explicit	وإني أحبك.
العبرة في الدقة والتوجيه والمهارة مش السرعة , فيدرير عنده ارسال طبيعي كسرعة بس فتاك كفعالية , لماذا ؟ الله اعلم	palestine	sports	very_positive	explicit	فيدرير عنده ارسال طبي
@Almighty_3ziz طبعا غير صحيح .. هذا كله بهدف عدم جعل المنطقة تستقر حتى وان بالكلام فقط لزعزعة الاستقرار	syria	politics	negative	explicit	غير صحيح
صافي غلاك يسوقني للغنا سوق وجريت صوت يعشقونه هل الليل ياللي وصالك ذوق ومقابلك ذوق حبي لك أكبر من كلام ومراسيل https://t.co/hJjrz06Pyl	jordan	personal	very_positive	explicit	حبي لك
بغض النظر عن عدم الدقة ، لكن باكايوكو هو أكثر من سدد كرات اليوم .. هُنا تعلم قيمة عودة كانتي لخط الوسط. https://t.co/H4hqNJFPAA	jordan	sports	neutral	none	none
كمان ابطالنا ع جبهات حلب عم تدعم المنتخب عين عل عدو وقلب عم يدعي لابطالنا بالفوز . الله يحميكن اخواتي	lebanon	sports	very_positive	explicit	ابطالنا ع جبهات حلب
قال ابن القيم رحمه الله :. من اشتغل بالله عن نفسه كفاه الله مؤونة نفسه. ومن اشتغل بالله عن الناس كفاه الله مؤونة النا… https://t.co/qJvDAeFk9y	syria	religions	neutral	none	none
١٠٠٪ او كان هرب عبلد تاني 😂😂. كس اختا استحليت شوف شي عوني فيو مخ !! . سبحان الله كلن الله خالقن مجاديب https://t.co/fPmlPrqyj4	syria	politics	very_negative	explicit	كس اختا استحليت شوف
عنجد مابعرف كيف وحدة بتنط من برنامج اغاني لتمسك برنامج سياسي مع سياسيين. والكل شاطط ريالتو عليها ياخي ماصارت من وائل كفوري لشكري القوتلي 🌚	lebanon	entertainment	negative	explicit	['كيف وحدة بتنط من برنامج اغاني لتمسك برنامج سياسي مع سياسيين والكل شاطط ريالتو عليها ياخي ماصارت من وائل كفوري لشكري القوتلي', 'يف وحدة بتنط من برنامج اغاني لتم', 'عنجد مابعرف كيف وحدة بتنط من برنامج اغاني لتمسك برنامج سياسي مع سياسيين والكل شاطط ريالتو عليها ياخي ماصارت من وائل كفوري لشكري القوتلي \uf31a', 'وحدة بتنط من برنامج اغاني لتمسك برنامج سياسي', 'عنجد مابعرف كيف وحدة بتنط من برنامج اغاني لتمسك برنامج سياسي مع سياسيين']
@Turki_alalshikh خالد بن عبدالله مسبب لك مرارة ي حاقد و ي حاسد و سيبقى رمزنا خالد غصباً عنك ي بلوتو #كاس_العالم_حيوحشنا_٥	palestine	sports	very_negative	explicit	بن عبدالله مسبب لك مرارة
@dr_khalidalsaud والله لستم اعلى شأناً او احسن!! الله ينتقم منكم حميعاً تلعبون بمصير الشعوب وتهرقون الدماء البريئة بلعبة من سيفرض نفوذه!!	lebanon	politics	very_negative	explicit	مصير الشعوب
"(ص):. ""4 من كن فيه كان منافقا خالصا ومن كانت فيه خصلة كانت فيه خصلة من النفاق:1_اذا ائتمن خان 2_واذا حدث كذب 3_واذا عاهد غدر 4_واذا خاصم فجر"""	lebanon	religions	neutral	none	none
@ أحبّك أكبر من أربعة فصول ، وأعمق من حجرات قلب ، وأوسع من أربع محيطات وأندر من عناصر الهواء ، أحبك بنبضٍ رقيق وحرو… https://t.co/yDjjgs0gwg	jordan	personal	very_positive	explicit	أحبّك أكبر من أربعة فصول
لو حد فعلا بيفكر يشتري تذاكر كاس العالم، البيع حيبدأ بعد نص ساعة (الساعة 11 بتوقيت مصر). البيع حيبقى بالاسبقية، فال… https://t.co/hWbYS9qPoE	palestine	sports	neutral	none	none
حركة الجهاد في بيان لها تستنكر اعتبار حزب الله (منظمه ارهابية)، وترى في هذا القرار خدمه للعدو الصهيوني، وعربوناً… https://t.co/0MWrjh0XHb	palestine	politics	negative	explicit	حزب الله (منظمه ارهابية
اللهم أني أسالك بعدد من سجد لك في حرمك المكرم من يوم خلقت الدنيا إلى يوم القيامة أن تعافي قارئ هذا الدعاء وأن تحفظه… https://t.co/g4uE2YDFZk	palestine	religions	positive	explicit	هذا الدعاء
اللهم اشفِ كل من شكى ألمًا. وخفف على كل من بكى وجعًا وحزنًا. رب ارح ثم هون ثم اشفِ كل نفس لا يعلم بألمها إلا أنت. https://t.co/OsCxKye2Jb	jordan	religions	positive	explicit	اللهم اشفِ كل من شكى
دول الخليج دخلت مرحلة الضريبة على القيمة المضافة على بعض السلع منذ بداية هذا الشهر بنسبة تصل ل5%. . لكن دول الخليج هذه تؤمن كافة الخدمات.	lebanon	politics	positive	explicit	الضريبة على القيمة المضافة
الشركات الناشئة التي تستطيع ان تبدأ العمل والانتاج بفريق عمل صغير مؤلف من الشركاء/المؤسسين فقط، لديها ميزة كبيرة او بالأحرى 'هائلة'. #إدارة	syria	personal	very_positive	explicit	الشركات الناشئة
خطب أمير في قومه فقال:. لم يصبكم الطاعون منذ أن وليت عليكم . فقال أعرابي إن الله أرحم من أن يجمع علينا مصيبتين أنت والطاعون	palestine	history	neutral	none	none
وتبقى :. هزة القلب تختلف عن هزة الارض ... ف في الأولى نحتاج لثبات في العقل ... وفي الثانية نحتاج لثباث في الدين والدعا… https://t.co/KhlZqER6Nx	palestine	personal	neutral	none	none
@dw_arabic وهذه هي طبيعتكم فعندما ترون ان امور منطقة الشرق الاوسط معقدة وفيها نوع الحساسية بين دولها تبدأون بصب المزيد من الزيت على النار	syria	politics	very_negative	explicit	الشرق الاوسط
#كلام_الناس زياد بارود يدعو الى وضع بالاستقالة خلفنا والنظر إلى الأمام لأن تداعيات الأزمة خطيرة على كل اللبنانين وليس على فريق واحد فقط	lebanon	politics	neutral	none	none
#عاجل - رويترز عن مسؤول لبناني كبير: لبنان يتجه إلى الطلب من دول أجنبية وعربية الضغط على السعودية لفك احتجاز الحريري	syria	politics	neutral	none	none
طلاب المدارس من العوائل الفقيرة، يحتاجون لكسوة شتوية تحميهم من برد الشتاء، كن أنت المبادر وتكفل بكسوة طالب أو أكثر.… https://t.co/xlnE90FDop	palestine	education	positive	explicit	لاب المدارس
مبرووووووك لأفضل لاعب تأهل #البرتغال لكأس العالم. 15 هدف بالتصفيات للدون 😍😍. ما كنت بتخيل كأس العالم بلا رونالدو 💪 https://t.co/gdPIwxslhX	lebanon	sports	very_positive	explicit	مبرووووووك لأفضل لاعب
عقاب صقر للمستقبل: الخبر المتداول عن توجه طائرة الرئيس الحريري إلى بيروت عار عن الصحة والحريري لن يعود اليوم وأنا مسؤول عما أقوله.	syria	politics	negative	explicit	عار عن الصحة
إن الله يعلم القلب النقيّ، ويسمع الصوت الخفي، فإذا قلت: يارب، فإما أن يلبي لك النداء، أو يدفع عنك البلاء، أو يكتب لك أجراً في الخفاء.	syria	religions	positive	explicit	إن الله يعلم القلب النقيّ
@LFofficialpage لا يهدد لبنان الا حزب الله ولا مشكل الا بسببه ولا راحه الا بالخلاص منه من يعبد الشمس لن يستطيع بناء دوله مدنيه	lebanon	politics	very_negative	explicit	يهدد لبنان
يارب كل الناس تسافر وكل حدا عنده مصلحة يقضيها وتكون الامور طبيعية بجد زهقنا من المناشدات والبكائيات والضغط اللي بنع… https://t.co/5eSPK7PVu3	palestine	personal	very_negative	explicit	زهقنا من المناشدات والبكائيات والضغط
اشتاق لك شوق الهوى للمسافات. واشتاق لك شــوق القــمر للــيالي. واندم على وقت قبل شوفتك فات. واحرص على وقت بحبك بقى لي https://t.co/09Si0GTu4Q	syria	personal	very_positive	explicit	لك شوق الهوى للمسافات
ان بعض الظن اثم ولا تجسسوا ولا يغتب بعضكم بعضكم بعضا. أيحب أحدكم ان يأكل لحم أخيه ميتا فكرهتموه واتقوا الله ان الله توام رحيم)12الحجرات	lebanon	religions	positive	explicit	لا يغتب بعضكم بعضكم بعضا
"هي مغرمةٌ بالنحو .. . قال لها : أعربي "" حبيبي جارَ عليه الحبُّ واعتدى"". قالت : "" حبيبي "" مبتدأٌ في كلامه. قال : ضُمّيه إن كان مبتدأ ."	palestine	personal	positive	explicit	حبيبي جارَ عليه الحبُّ واعتدى
لمن يكون وياك طفل ( @WaqarAbadi) بالطلعه ويظل يخبص الدنيا اذا ما اشتريناله ف لازم ترضيه بشي مثل هذا ........ طلعة مع… https://t.co/lcn1NyToRl	syria	personal	negative	explicit	ويظل يخبص الدنيا
لا تكن الا محضر خير وان ذهبت لا تطعن الشعب اللبناني بالظهر كما فعل. غيرك ولا تتآمر على العهد ولا تكون مسبب لارقاء ا… https://t.co/vefdfI4Icz	syria	politics	negative	explicit	لا تطعن الشعب اللبناني بالظهر
"الوزير: ""علينا وضع خطة طوارىء اقتصادية من اجل انتاج نمو غير اعتيادي لكي لا نذهب الى انحدار""،، . انا:"" اسمع كلامك اصدقك اشوف امورك استعجب""."	lebanon	politics	negative	implicit	خطة طوارىء اقتصادية
متل لما كون عامل مشكل بالبيت و صوتي طالع .. و يجي بيي فجأة و يقول صوت مين طالع ..و قول انا مين معلي صوت التي في و… https://t.co/4GETGzcn69	lebanon	personal	negative	explicit	['غضب المغرد', 'و صوتي طالع .. و يجي بيي فجأة و يقول', 'متل لما كون عامل مشكل بالبيت', 'صوت مين', 'مين معلى صوت التى فى']
"هو تقريباً دعوة ""اللهم توفنى وانت راضي عنى"" لازم تكون اكتر دعوة بندعيها واحنا بنشوف كميه الناس اللى بتموت ف الفترة دى واغلبهم ف سن صغير .."	palestine	religions	negative	implicit	بنشوف كميه الناس اللى بتموت
@LFofficialpage لا يهدد لبنان الا حزب الله ولا مشكل الا بسببه ولا راحه الا بالخلاص منه من يعبد الشمس لن يستطيع بناء دوله مدنيه	lebanon	politics	very_negative	explicit	حزب الله
@karamar3 @Alaabakeer8 انا ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟ مشان الله ما تحطني انا دايما اني بس بسب بقية اللاعبين وبمدح بنزيما ؟ فرق يا كرم ابوس ديودك	palestine	sports	negative	explicit	بسب بقية اللاعبين وبمدح بنزيما
من غوادالوبي الى باريس ولورد وفاطيما . على خطى المسيح . مشوار مع مريم مفعم بالقداسة والايمان . يا عدرا عينك علينا https://t.co/OMYAaltx08	lebanon	religions	neutral	none	none
التحكم المروري: قطع السير القادم من سد البوشرية باتجاه الدكوانة وتحويله الى الطرقات الفرعية بسبب الاشغال وحركة المرور كثيفة في المحلة	lebanon	news	neutral	none	none
انه شيء غريب ان نندفع لمغادرة حياة هي حياتنا او نستمر فيها بطاقه المغادرة والحقد عليها وهي تلتصق بِنَا ولن يغدو مهم… https://t.co/mExaTdQnZM	syria	personal	negative	explicit	مغادرة حياة هي حياتنا
السودان يجدد عزمه اللجوء إلى التحكيم الدولي لحل قضية حلايب مع مصر https://t.co/o6v0jiVoMX. #أخبار_دولية ▪… https://t.co/Lv2XfqiniI	lebanon	politics	neutral	none	none
التشهير سلاح قوي ضد المفسدين والمجرمين. إعتماد التشهير في العقوبات سيجعل كل شخص. يضرب ألف حساب لأعماله... خاصة في مجتمعنا الذي يهمه كلام الناس	jordan	politics	negative	explicit	التشهير سلاح قوي ضد المفسدين
"@mudilfber الصدقة تظل صاحبها يوم القيامة: قال صلى الله عليه وسلم ""كل امرئ في ظل صدقته حتى يُفصل بين الناس""… https://t.co/6780OoUoZZ"	syria	religions	positive	explicit	 يوم القيامة
