category,text
-1, انتخبوا  ال+ عرص  هذا  مافعله  ال+ عرص  في  اهل  مصر
-2, اما  في  ال+ تشريع  ب+ جانب  ال+ دستور  ف+ اهداف +ي قانون  ل+ ال+ استقلال  ال+ سلطه  ال+ قضاءيه  و+ تعديل  نظام  ال+ ضريبه  ب+ اتجاه  ضريبه  تصاعديه  و+ حد  اقصي  ل+ ال+ اجور
-2, احمد  رءف  اخيرا  جاب  جون  في  حاجه  صح
-2, ال+ قبض  علي  الاخواني  اسامه  ياسين  و+ اعترافات  خطيره  ب+ ال+ فرقه  رقم  اخوان  ال+ ساده  ال+ محترمون
-1, اسحبوا  ال+ وثيقه  ال+ دستوريه  ال+ مشوهه  نريد  لجنه  محايده  تضع  ميثاق  شرف  نلتف  حول +ه جميعااولويتنا  هي  توحيد  ال+ صفوف  و+ ليس  ال+ مزيد  من  ال+ صدام  و+ ال+ فوضي
-2, صدرت  تعليمات  سريه  ل+ محطات  ال+ سكك  ال+ حديد  ب+ عدم  بيع  تذاكر  ل+ ال+ قاهره  ب+ دعوي  ان +ه لا  يوجد  حجز  و+ لو  كنت
0, كونوا  علي  يقين  ان  هناك  شيء  ينتظر +كم بعد  ال+ صبر  ل+ يبهر +كم ف+ ينسي +كم مراره  ال+ الم  و  ال+ حزن  و  ال+ تضحيات
-2, حركه  ال+ اصلاح  غضب  باكستان  من  فهد  بن  سلطان  ال  سعود  ل+ مي  الروقي  مكه  مصر  ال+ رياض  جده
-2, توجه  شباب  الاولتراس  حلوان  ال+ ان  الي  طلعت  حرب  و+ ال+ اعداد  مشاء  الله  نسءل +كم ال+ دعاء  ل +هم ال+ مجهولون  ال+ ان  و+ عدد  كبير  من
-2, ال+ عقيد  حسن  ناصر  مدير  حمايه  منشات  ال+ انبار  يحتفظ  ب+ مءات  ال+ بطاقات  ال+ انتخابيه
-2, انت  اساحبي  وهتفضل  اسحبي  ال+ مجد  للاغيار
-2, معرض  ال+ كتاب  ال+ تصرف  في  ال+ مال  ال+ عام  حدود  ال+ سلطه  في  حق  ال+ امه  و+ هذا  ال+ كتاب  ل +ه قصه  دخالد  ال+ ماجد
-2, ندوه  دكتور  علاء  الاسواني  يقيم +ها ال+ ليله  ال+ خميس  ال+ ساعه  رقم  م  في  مركز  شبابيك  ب+ ال+ مقطم  و+ ال+ دعوه  عامه  الادمن  ال+ تفاصيل
-2, وزير  ال+ نقل  افتتاح  مترو  مصر  ال+ جديده  اول  مايو  ال+ مقبل  مصر  ميدان  ال+ تحرير
-2, شاهد  اخر  كلام  منزل  ل  مبارك  في  باريس  يحرص  ال+ فرنسيون  علي  عوده +ه ل +نا ربما  اكثر  من  حرص +نا رقم
-2, من  لم  يذق  طعم  ال+ هزيمه  لن  يشعر  ب+ متع +ه ال+ انتصار  مارك  ماركيز
-1, اح +نا عند +نا ثقافه  اعتياد  ل+ ال+ قبح  ثقافه  اعتياد  ل+ ال+ قذاره  اردوغان  قدر  ان +ه يبدا  نهضه +ه ب+ ال+ نظافه  شيراك  ل+ ما  كان  عمده
-2, جواز  ال+ صالونات  رقم
-2, عمرو  خالد  حزب  مصر  قام  لكي  ينجح  و+ لكن  ليس  عن  طريق  افشال  ال+ اخرين
-2, ايجابيات  و+ سلبيات  صفقات  برشلونه  ال+ محتمله  سوبر  برشلونه
-2, ل+ ال+ قضاء  علي  ال+ زحام  ممكن  يعملوا  ترام  و+ يلغوا  تماما  ميكروباصات  ال+ اجره  و+ يوفروا  اي  عمل  بديل  ل+ ساءقي  ال+ ميكروباص  عشان  ما  يتقطعش  عيش +هم
-2, ال+ حمد  ل+ الله  كما  ينبغي  ل+ جلال  وجه +ه و+ عظيم  سلطان +ه اذكر  الله
-2, صوتي  ثوره  مش  عوره  صورتي  هويه  مش  غوايه  يوم  ال+ مراه  ال+ عالمي
-2, مباشر  مصر  ال+ قاهره  ال+ سلام  عزبه  ال+ نخل  بث  مباشر  من  فاعليه  ال+ ان  ب+ مدينه  ال+ سلام  انطلقت  من  مسجد  ال+ شهداء  بالجراش
-2, ال+ شعب  ال+ مصري  هو  ال+ عمق  ال+ استراتيجي  ل+ دول  ال+ خليج  ال+ ساده  ال+ محترمون
-2, امريكا  لا  يهم +ها شرعيه  او  انقلاب  كل  ما  يهم +ها امن  اسراءيل  و  كامب  ديفيد  نصره  شريعه  الله
-2, رجعوا  ال+ جماهير  عشان  يمارسوا  ال+ تشجيع
-2, ال+ رد  علي  قانون  قتل  ال+ حريه  رقم  الف  متطوع  و  رقم  محام  يجمعون  ال+ توقيعات  ال+ بقيه  تاتي
-2, ال+ عاقل  من  يصنع  قاربا  يعبر  ب +ه ال+ نهر  بدلا  من  ان  يبني  حواءط  حول  نفس +ه تحمي +ه من  فيضان +ه عمرو  خالد
0, حينما  تجد  ال+ فرصه  ل+ احتضان  ام +ك او  تقبيل  يد  ابا +ك ف+ لا  تضيع +ها ف+ قد  ياتي  علي +ك وقت  تحتاج  ل+ احتضان +هما او  تقبيلهما  و+ لا  تجد +هما
-2, خليفه  ال+ صخره  واءل  جمعه  في  ال+ اهلي
-2, عاجلالجزيره  مباشر  مصر  تبث  ال+ ان  تسجيلا  ل+ احد  ال+ ناجين  من  مجزره  سياره  الترحيلاتاقسم  ب+ الله  اسراءيل  لم  تفعل  ذلك  مع  ال+ فلسطينيين
-2, كل  عام  و+ كل  كادح  في  كل  مكان  في  ال+ عالم  ب+ الف  خير  قال  صلي  الله  علي +ه و+ سلم  اعطي  ال+ اجير  اجر +ه قبل  ان  يجف  عرق +ه صدق  رسول  الله
-2, يارب  اغفر  ل +نا ال+ ذنوب  التي  لا  نعلم +ها و+ اعنا  علي  ترك  ال+ ذنوب  التي  نفعل +ها ان +ك انت  ال+ معين
0, حين  يصبح  مصطفي  بكري  شبه  متحدث  ب+ اسم  ال+ مجلس  ال+ عسكري  اعلم  ان  هناك  ال+ كثير  يجب  عمل +ه حتي  تنجح
-2, شبك +ه اخبار  ال+ محله  اعاده  فيديو  مع  اصحاب  ال+ محلات  ب+ ال+ عباسي  ال+ جديد  المتضريين  من  انشاء  ال+ كوبري  ال+ جديد  ب+ ميدان  ال+ شون
0, اهم  مطلب  ال+ ان  ايقاف  ال+ محاكم  ال+ عسكريه  ان +ها تستعمل  ك+ عصا  غليظه  ل+ ال+ قمع  نزول  اي  واحد  في +نا ل+ ال+ تظاهر  ال+ ان  قد  يكلف +ه شهور  و+ سنوات  في  ال+ سجن  ال+ حربي
1, رجل  تقتل  ابنه +ه و+ يسجن  هو  و+ رفاق  درب +ه ثم  يبتسم  يوم  ال+ قبض  علي +ه ان +ه ال+ حق  اصحاب +ه داءما  مطمءنون
-2, اعتقال  تنفيذ  مشروعين  ل+ خدمه  حجاج  بيت  الله  ال+ حرام  ال+ اول  معبر  مشاه  علوي  و+ ال+ اخر  مواقع  تخييم  ب+ ال+ مناطق  ال+ محيطه  ب+ محطات
1, خلق  جميل  تحترم  اي  امراء +ه وماتجرحها  لابقول  ولابعمل
-2, روايه  ال+ دكتور  الاسواني  في  حقيقه  ال+ امر  عبقريه  ب+ معني  ال+ كلمه
-2, عرض  ال+ اسبوع  رقم  الف  متابع  شوارع +نا فن  تتقن +ه ال+ نساء  ذلك  ال+ شخص  شي  ود +ك تجربه  بوح  درر  عجب +ني حلو  مكه  رقم
-1, رقم  يتناقض  مع  واجب  ال+ شرطه  ال+ تورط  في  ال+ عنف  او  ال+ تصعيد  مع  ال+ متظاهرين
-2, مجلس  ال+ امن  ال+ قومي  يفضل  حصار  رابعه  بدلا  من  فض  ال+ اعتصام  و+ استخدام  ال+ قوه
-1, ال+ شبكه  زفت  فودافون  اتصالات  موبينيل
-2, هام  علي  ال+ سلطه  ال+ حاكمه  ان  تحترم  ال+ شعب  ال+ مصري  و+ تخبر +نا عن  خارطه  ال+ طريق  اذا  صوت  غالبيه +هم ب  لا
-2, د  باكينام  ال+ شرقاوي  مساعد  رءيس  ال+ جمهوريه  يعقب +ها ال+ اعلامي  ال+ كبير  حمدي  قنديل  في  اخر  كلام  اون  تي  في  رقم  م
-2, كتاب  ال+ حرب  ال+ قذره  عن  دور  ال+ مخابرات  في  حرب  ال+ جزاءر  يتم  تطبيق +ه ب+ حذافير +ه في  مصر  يا  امه  انصح  ب+ قراءه +ه و+ ال+ كتاب  متوفر
-2, احد  صور  ال+ فيلم
-1, الذين  يتسابقون  ل+ تلبيس  مرشد  ال+ اخوان  ال+ حذاء  علي +هم ان  يدركوا  ان +هم يهدرون  كرامه +هم قبل  ان  يتحدثوا  عن  ال+ ثوره  ما  يفعل +ه ال+ شاطر  ب +كم لن  يفعل +ه ب +نا
-1, لماذا  لم  يذهب  ال+ رءيس  ال+ طرطور  الي  جنازه  لواء  ال+ شرطه  لو  كان  مرسي  كانوا  مسحوا +ه
-2, ال+ ناءب  ال+ عام  ل+ ال+ تجميع  و+ ال+ توزيع  اصدر  ال+ ناءب  ال+ عام  قرارا  ب+ ال+ تحفظ  علي  اموال  ال+ دكتور  محمد  محسوب  عميد  كليه  ال+ حقوق
-2, و+ ناس  و+ انت  بعيد  عن +هم ب+ تنس +ي معي +هم ال+ احزان  صلاح  جاهين
-2, ال+ شروق  نجاح  تجربه  هنديه  ل+ اطلاق  صاروخ  مضاد  ل+ ال+ صواريخ  الباليستيه  اختبرت  ال+ هند  ب+ نجاح  ال+ يوم  ال+ احد  اطلاق  صاروخ  مض
0, قبل  عام  امضي  المسلماني  ساعه  كامله  علي  ال+ هواء  ل+ ال+ حديث  عن  عظمه  و+ كفاءه  و+ وطنيه  اردوغان  و+ عندما +ما اصبح  عضوا  في  عصابه  ال+ انقلاب  وصف +ه ب+ ال+ جهل
-2, ال+ حقيقه  مباشر  مصرانقلاب  رقم  يوليو
-2, يكون  مصير  قيادات  ال+ حزب  بين  ال+ اعدام  و  ال+ سجن  مدي  ال+ حياه  و+ يوقف  نشاط  ال+ حزب  ال+ سياسي  و+ ال+ اجتماعي  و+ يمنع  من  ال+ مشاركه
-2, حمزاويتوزيع  ال+ لحمه  محاوله  ل+ ال+ تاثير  علي  ال+ سلوك  ال+ انتخابي  و+ س+ اكتفي  ب+ جولات  ل+ ال+ معايده  ب+ ال+ داءره
-1, قل  لا  ل+ ال+ دستور  تنقذ  مصر  من  ال+ عنصريه  والدسكتاتوريه  و+ ال+ تقسيم
-1, من  غراءب  ال+ انقلاب  كل  ضيوف  مصر  من  سياسيين  و+ اعلاميين  اوروبيين  و+ امريكيين  يهود  او  اعداء  ل+ ال+ اسلام
-2, الادمن  اتفرج  علي  برومو  امريكا  ب+ ال+ عربي  حلقه  رقم
0, ومفكرتش  في  ال+ مساجد  بيوت  الله  حرقت  و+ قاعد  تفكرلي  في  ال+ كناءس  هاواي  تبني +ها تاني
-2, ال+ الحاد  و+ ال+ رده  مره  اخري  ب+ اسم  يوسف  بوابه  ال+ شروق
-2, بينامج  ياءع  يا  ب+ اسم  ايجو  ان  تظهي  في  بينامجي  قييبا
0, اه  يا  نفس +ي اما  ان  ل +ك ان  تتوبي  و+ ترضخي  اما  ان  ل +ك ان  تستسلمي  و+ تقري  ف+ ال+ حب  و  ال+ مشاعر  لم  تخلق  ل +ك و+ لي  ارجو +ك يانفسي  يكفي +ني عذابا
-2, مهندس  اسامه  يونس  اصيب  في  مذبحه  رابعه  كان  في  غيبوبه  رقم  يوم  حتي  توفي +ه الله  امس  عضو  اهلا  ل+ دعوه
0, احد  ضحايا  عنف  ال+ اخوان  ال+ مسلمين  ال+ مءيد  ل+ ال+ فريق  السيسي  ال+ ساده  ال+ محترمون
-2, حكايه  ايه
-2, عرض  ال+ اسبوع  رقم  الف  متابع  وش  اكثر  شي  يسهر +ك صيام  ال+ اثنين  خد  موقف  من  صلاه  ال+ وتر  في  تويتر  تلاقي  ال+ دمام  رقم
-2, ال+ مصري  ال+ يوم  ضبط  رقم  تاشيره  مزوره  علي  طاءره  متجهه  الي  ليبيا  ضبطت  اداره  ال+ جوازات  ب+ مطار  ال+ قاهره  ال+ دولي  مصر
-2, يوم  ال+ مراه  ال+ عالمي
-1, ماعنديش  مشكله  نقبل  او  نرفض  ال+ قرض  علي  اسس  اقتصاديه  لكن  ان +ك تلو +ي ال+ دين  عشان  تحلل  و  تحرم  هو  ده  ال+ لي  ينرفز
-1, واحد  من  مجاهدين  بيت  ال+ مقدس  و+ هو  بيجاهد  قصدي  بيراقب  اكادميه  ال+ شرطه  حركه  كايدينهم
-2, مداخله  ال+ دكتور  عمرو  خالد  في  برنامج  اخر  ال+ نهار  مع  ال+ اعلامي  خالد  صلاح  من  جنوب  ال+ سودان  ضمن  ال+ وفد  ال+ شعبي  الذي  يزور
-2, وزاره  جديده  ب+ ال+ كامل  ب+ ما  في +ها رءيس +ها تمثل  ال+ ثوره  ولاتشمل  اي  من  عناصر  حكومه  ال+ رءيس  ال+ سابق  هي  ال+ طريق  ل+ اكساب  ال+ مصداقيه  و+ ثقه  ال+ شعب
-2, رقم  نعم  لا  يوجد  احد  فوق  ال+ قانون  و+ لكن  توجد  منظومه  قوانين  بعض +ها وضع  من  اكثر  من  ستين  سنه  تحتاج  ل+ اصلاحات  عاجله
-2, ال+ موجز  الببلاوي  حكومه  عصام  شرف  كانت  تعيش  في  مرحله  ال+ رومانسيه  بعد  نجاح  ثوره  رقم  يناير
-2, جماعه  ال+ اخوان  منحله  منذ  عام  رقم  و+ هي  خارج  ال+ شرعيه  ال+ ساده  ال+ محترمون
-1, اذاعت  قناه  ال+ جزيره  ال+ رءيسيه  ان  شهداء  ال+ اتحاديه  ينتمون  الي  ال+ اخوان  @@شهداءنا@@ +نا كل +هم واحد  و+ لكن  هل  ال+ حسيني  ابوضيف  او  كرم  جرجيوس  من  ال+ اخوان  عيب
-2, ال+ داخليه  توافق  علي  حضور  ال+ جماهير  فوق  رقم  عاما  مباريات  ال+ دوره  ال+ رباعيه  ال+ كوره  ل+ ال+ جماهير
-2, هاهاهاهوهوهوهع  هع  هع
-2, يوسف  ال+ حسيني  ال+ سياسه  هي  ال+ نجاح  او  ال+ فشل  اما  ال+ دين  ف+ لا  فشل  في +ه نقطه  لقاء
-2, انشيلوتي  رونالدو  جاهز  ل+ لقاء  البايرن  ريال  مدريد  كريستيانو  رونالدو
1, ال+ الم  محسن  كبير  ان +ه يجرد +نا من  ال+ غرور  و+ ال+ دعوي  مي  زياده
1, ابتسم  في  وجه  ال+ ناس  ف+ ان +ها صدقه
-2, صوره  ل+ مخارج  ال+ حروف  ال+ عربيه  من  ال+ فم  غرد  ب+ صوره  ب+ ال+ عربي
-2, ال+ حلقه  ال+ سابعه  عشر  ال+ جزء  ال+ ثالث  لقاء  ب+ اسم  مع  اباء  و  ثريا
-2, ال+ عمل  في  ال+ قطاع  ال+ سياحي  لا  يستهوي  ال+ سويسريين  رويترز
-1, اكبر  فواءد  ال+ انقلاب  مصر  ال+ اخير  عالميا  في  مستوي  ال+ معيشه  و+ في  ال+ تعليم  ال+ اساسي  و+ بكره  تشوفو  مصر
0, احيانا  بيشتكي  اولاد +ي ال+ ذكور  من  تفضيلي  ل+ ال+ بنات  احيانا  في  ال+ معامله  و+ ب+ يكون  رد +ي حديث  ال+ رسول  لا  يكرم +هن الا  كريم  و  لا
-2, قبل  ما  نسمي +ه الشتا  ال+ لي  فات  من  ال+ كواليس
1, طاق +ه ايجابيه  شبابيه  في  تصوير  ال+ يوم  ال+ اول  من  ارب  ايدول  ال+ موسم  ال+ ثالث  كان  يوم  راءع  جدا  انتظروا +نا قريبا
-2, و+ ادم  ود +ها رقم  و+ رد  ال+ رابطه
-2, مصحيني  من  ال+ نوم  عشان  يقولي  هي  عاوز +ه يوسف  ال+ مءمن  مش  بتاع  ال+ نسوان
1, عن  ان +ك تصاحب  بابا +ك ومامتك  وتحكيلهم  عن  كل  حاجه  من  غير  ما  تخاف  من +هم ان +ك واثق  ان +هم هيساعدوك
-2, و+ ل+ اد  ال+ بلد  ال+ منصوره  مصراوي  انتقال  ال+ نيابه  ال+ عامه  ل+ مستشفي  طلخا  ال+ مركزي  ل+ معاينه  جثمان  ال+ ساءق
-2, ال+ شروق  غاوك  يزور  تركيا  و+ عين +ه علي  ال+ لاجءين  ال+ سوريين  و+ دوله  ال+ قانون  يقوم  ال+ رءيس  ال+ الماني  يواخيم  غاوك  ب+ زياره  لت
-2, انا  اذا  عرفت  ال+ جواب  ارفع  يدي  اذا  ماقومتني  ال+ ابله  اقول  ال+ جواب  ب+ صوت  عالي  اي  كيفي  و+ الله  لاحللتشغيل  مخي
-2, رقم  علاج  ال+ سكري  اف  نتشورال  ال+ سعوديه  ال+ عراق  ال+ يمن  مصر  قطر  ال+ كويت  عمان  سوريا  ليبيا  رقم
-1, ال+ كاتب  ال+ امريكي  ناعوم  تشومسكي  ال+ مخرج  ال+ امريكي  مايكل  مور  رءيس  الوزراءالنمساوي  برونو  كرايسكي  يهود  غربيون  مناصرون  ل+ ال+ عرب  معادون  ل+ اسراءيل
-2, محتاج  اطمن  مش  عارف
-2, هامش  ل+ ال+ ديمقراطيه  لا  تنصتوا  الي  هءلاء  ال+ شروق  ال+ مصريه
-2, ال+ يوم  ال+ ثالث  من  ال+ حمله  كنت  وسط  اهلي  و+ ناس +ي في  محافظه  ال+ منوفيه  و+ جزيل  ال+ شكر  ل+ ال+ محافظ  اشرف  هلال  و+ ل+ مديريه  تعليم
-2, ال+ منع  ال+ ثاني  للغنوشي  كان  ال+ منع  ال+ اول  ل+ ال+ استاذ  راشد  الغنوشي  في  عام  رقم  حين  فوجء  ب+ رجال  ال+ داخليه  يلتقطون +ه من
-2, واقع  معظم  ال+ اطباء  في  تعامل +هم بين  ال+ مستشفيات  ال+ حكوميه  و+ ال+ عيادات  ال+ خاصه  طبيب  اطباء  مستشفي  عياده
-2, شكرا  جزيلا
-2, نداء  ل+ جميع  ابناء  ال+ شعب  ال+ مصري  يقترح  اجراءات  ل+ وقف  تدهور  ال+ اوضاع  اذا  اقتنعت  وقع  و+ شارك  في  ال+ نشر  و+ ايصال  مطالب  ال+ نداء
-1, ك+ دب +ه ابريل  ايه  هو  اح +نا هنكدب  ع  بعض  ف  ديه  كمان  ده  انتو  طول  ال+ سنه  ما  شاء  الله
0, ليت  ال+ ليالي  تجيب  الي  علي  بالي  و+ اشوف  زول +ه بعد  ما  طول  ال+ غيبه  ان  كان  ماعاد  ل +ه جيه  بري  حالي  يمكن  علي  عز  هذا  ال+ عمر  اهذريبه  عادل
-2, زبونات  ش  ال+ عزيزات  اناقه +ك في  جلابيه +ك ال+ نقوش  تكسو  كل  قطع  ال+ موضه  لا  سيما  جلابيات +ك التي
-2, هاتفيا  حمدين  صباحي  مءسس  ال+ تيار  ال+ شعبي  ال+ ساده  ال+ محترمون
-2, رقم  ياعيال  ياشباب  ل+ حد  يجاوب  بس  ال+ بنات  نبي  نشوف  ثقافه +هم
-2, انا  ال+ لي  مش  اخوان  و  انا  ال+ لي  مش  عسكر
-2, انا  دخيل +ك من  عيون  الخلايق  لا  عاد  تترك  في  عيون +ي علامات
-1, مقدرش  احترم  راي +ك لو  انت  من  ال+ اخوان  او  من  النكسجيه  بتوع  ثوره  يناير  ناقص  تقولي  احترم  راي  اعداء +نا ال+ اسراءيليين  مصر  ال+ اخوان  ال+ معرصين
1, انا  بحترم  و+ ب+ حب  فريق  كاريوكي  ف+ هما  علي  ال+ اقل  اتكلموا  ب+ طريقه +هم الي  هي  ال+ فن  في  وقت  سكت  في +ه مشايخ  ودقون  ناس  بترقص  و+ ناس  بتموت
-2, اهم  مواضيع  تحدث  في  مصر  ال+ ان  ال+ اخوان  ال+ منيا  السيسي  ال+ شرطه  مرسي
0, رقم  كما  ادنت  عنف  ال+ اخوان  امام  ال+ اتحاديه  و+ امام  مقر +هم ال+ عام  قبل  ايام  ادين  ايضا  ال+ عنف  ضد +هم و+ ضد  منشات +هم ب+ ال+ امس  لا  يصح  ال+ احتجاج  علي  ال+ عنف  ب+ ال+ عنف
-2, زمان  ل+ ما  ال+ بنت  تيجي  تتصور  كانت  ب+ تقول  دلوقتي  بقت  ب+ تقول  خلود
-2, ال+ اهلي  يلتقي  ال+ شباب  ب+ نهاءي  كاس  ال+ ملك  علي  ارض  ال+ دره  ال+ سعوديه  ال+ اهلي  ال+ شباب
-2, سبب  تاجيل  ال+ تذاكر  هم  عمال  ارامكو  اجهزت  طباعه  ال+ تذاكر  ماركبوها  ب+ فروع  ال+ بريد  ال+ اتحاديه  وظعيه  فواز  ال+ قرني  قدام  ال+ اهلي  با
0, يارب  انت  ال+ منتقم  انتقم  من  ال+ قذافي  و+ اعوان +ه و+ انصر  ثوار  ليبيا  ال+ بواسل  والاشاوس  و+ احمي  اهل  ليبيا  من  مكاءده  يارب
-1, هذا  ما  يحدث  عندما +ما لا  تقول  ال+ حق  و+ تمسك  ب+ ال+ عصايه  من  ال+ نص  و+ ترفض  ادانه  عنف  ال+ سلطه  هذا  هو  ال+ امن  علي  ال+ طريقه  ال+ اخوانيه
-1, تبا  ل +ك مارك
-2, وعد  مني  ودين  عليا  مش  هسيب  حق +ك اكيد  عمرو  خلاف  محمد  الشنواني  مصطفي  فريد  اسامه  ال+ سيد  محمد  بكر
-2, صوره  محترف  ال+ نادي  ال+ اهلي  يتابع  لقاء  ال+ اهلي  و  ال+ اتحاد  من  ال+ مستشفي  بعد  عمليه  ال+ رباط
-1, ال+ بديل  ال+ بديل  ابو  ال+ فتوح  توريط  ال+ جيش  في  ال+ سياسه  اكثر  من  ال+ لازم  خطر  علي  ال+ امن  ال+ قومي
-2, ال+ رءيس  مرسي  يواجه  نظام  مبارك  و+ امام +ه طريقان  اما  ان  يعقد  صفقه  مع  ال+ عسكري  ف+ يخسر  كل  شيء  و+ اما  ان  يعتمد  علي  ال+ شعب  ف+ ينتصر  و+ تنتصر  ال+ ثوره  و+ تحرر  مصر
-2, ال+ داخليه  هي  ال+ لي  ضربت +ني ب+ ال+ الي  و+ قتلت  ال+ طالب  محمد  عادل  اخبار  ال+ موجز
-2, ال+ هدوء  يدفع +ك الي  ال+ سكينه  و+ ال+ سكينه  تقود +ك للتاملوالتامل  ينير  ل +ك ال+ طريق  الي  ال+ حكمه  ما  احوج +نا ل+ ال+ هدوء  مصر  لبنان  ال+ سعوديه  ال+ امارات
-2, شاهدوا  ال+ ان  درس  يلقي +ه دعمرو  خالد  اثناء  استراحه  صلاه  التهجد  ثم  دعاء  ال+ وتر  و+ صلاه  ال+ فجر  تابعوا +ه علي  الرابط  ال+ تالي
-2, ال+ بوابه  نيوز  الخرباوي  ل+ تحالف  دعم  ال+ شرعيه  طمس  الله  علي  بصيره +كم
-2, بسمه  امل  ال+ رساله  ال+ اخيره  ام +ك ثم  ام +ك ثم  ام +ك
-2, خلف  هندسه  ب+ جوار  بيطري  جامعه  ال+ منصوره  حق  اخوات +نا و  هنرجعو
-2, مكملين  تغطيه  خاصه  استمرار  ال+ تظاهرات  في  معظم  محافظات  مصر  و+ في  بني  سويف  ضمن  اسبوع  حامي +ها حرامي +ها
0, رقم  مصر  تتجدد  ب +ها دماء  ال+ استبداد  ب+ تشريعات  مشبوهه  و+ انتهاكات  ل+ حقوق  ال+ انسان  و+ قمع  ل+ ال+ معارضين  و+ تجريم  ل+ ال+ تظاهر  ال+ سلمي  و+ هو  ليس  ب+ جريمه  في  ال+ مجتمع  ال+ حر
-2, انصار  مرسي  يحرقون  مطرانيه  القوصيه  ب+ اسيوط
-2, انتظروا +نا ال+ ليله  و  بث  مباشر  تفاعلي  مع  ال+ حلقه  ال+ ثانيه  من
-2, عضو  في  ال+ كنيست  ل+ ابد  ان  يكون  في  كل  بلده  يهوديه  عربي  واحد  علي  ال+ اقل  و+ الا  ف+ ماذا  افعل  لو  تعطلت  ثلاجتي  يوم  ال+ سبت
-2, صحيفه  ال+ شرق  ال+ قطريه  اوباما  ميانمار  لن  تنجح  اذا  قمع  ال+ مسلمون  اخبار  عبر  تطبيق  نبض
-2, ان  ل+ ال+ طاعه  نورا  في  ال+ قلب  و+ ضياء  في  ال+ وجه  و+ سعه  في  ال+ رزق  و+ محبه  في  قلوب  ال+ ناس  و+ ان  ل+ ال+ معصيه  ظلمه  في  ال+ قلب  و  سوادا  في
-2, و+ ب+ ال+ مقاله  دعوه  ل+ ال+ اسلاميين  ل+ ال+ عوده  ل+ ال+ جماعه  ال+ وطنيه  و+ ل+ بقيه  ال+ قوي  ل+ ال+ حوار  مع +هم من  اجل  حمايه +نا من  خطر  استءثار  ال+ عسكري  ب+ كل  شيء
-2, مشهد  ينشر  ل+ اول  مره  يظهر  اطلاق  ال+ نار  عمدا  علي  متظاهر  اعزل  اثناء  فض  اعتصام  ال+ نهضه
-1, يسقط  اعلان  مرسي  ال+ ديكتاتوري
-2, ملخص  ال+ حلقه  قصه  ال+ اندلس  تحكي  ال+ حلقه  ال+ ثالثه  من  برنامج  كيفيه  دخول  ال+ اسلام  بلاد  ال+ شمال  ال+ افريقي  قبل
-2, متصدر  لاتكلمني  ال+ نصر  ال+ هلال  ال+ اهلي  ال+ اتحاد  ال+ فتح  ال+ شباب  ال+ سعوديه  ال+ درعيه  ال+ رياض  خمس  الاف  رقم
-2, فرقه  ال+ كوشه  عاملين  عرض  عراءس  عملاقه  ل+ مسيره  شبرا  محتاجين  متطوعين  ل+ ال+ مساعده  ال+ ساعه  رقم  و+ نص  عند  دوران  شبرا  رقم
0, ف+ يفي  عبده  ال+ ام  ال+ مثاليه  زمن  ال+ مءخرات  هز +ها و+ اكسب  عز +ها
1, هاهاهاهاهاها
-2, ندوه  ب+ ال+ قاهره  و+ ندوتان  ب+ ال+ اسكندريه  ل+ ال+ دكتور  علاء  الاسواني  ال+ تفاصيل  الادمن
-2, ال+ تحرير  تطبيق  يكشف  ال+ سرطان  عن  طريق  ال+ نفخ  كشفت  صحيفه  ديلي  ميل  ال+ بريطانيه  عن
1, سلامه  احمد  سلامه  تركت  ارثا  من  ال+ اخلاق  حين  عزت  و  من  ال+ حصافه  حين  اهتزت  و  من  ال+ شجاعه  حين  كان  ل +ها ثمن  يرحم +ك الله
-2, ال+ كوره  ل+ ال+ جماهير
-2, اللهم
0, رقم  و+ قوي  وطنيه  توقع  علي  وثيقه  ال+ ازهر  ال+ متوازنه  ل+ نبذ  ال+ عنف  ف+ يزايد  علي +ها بعض  جمهور +ها و+ فورا  يبدا  بعض  قيادات +ها بمكيافيليه  في  التنصل  من  ال+ وثيقه
-1, رءيس +كم كان  هيطير  من  ال+ سعاده  ان +ه متصور  مع  هيكل  دلوقتي  هيطلع  هيكل  بياخد  اوامر  من  ال+ خليج  و+ امريكا  و+ اسراءيل  و+ قوي  الاستكبار  ان +هم ال+ اخوان  ال+ فاشلون
-2, من  اسرار  ال+ شفاعه  شاهدوا  حلقه  جديده  من  بسمه  امل
-1, ال+ نفاق  مدمر  طاهر  ابو  زيد  يلغي  ال+ مشاركه  في  العاب  الفرانكفون  و+ يحول  ميزانيه  ال+ مشاركه  ل+ صندوق  دعم  مصر  ال+ مناصب  ل+ ال+ مصاءب
-2, ال+ مذيع  ال+ مصري  نشات  الديهي  ال+ مستقيل  من  ال+ قناه  ال+ تركيه  ضيف  يوسف  ال+ حسيني  في  ال+ ساده  ال+ محترمون
0, ال+ اعتداء  علي  ال+ ثوار  غير  مقبول  و+ يعبر  عن  سياسات  تنتمي  ل+ ال+ عهد  ال+ باءد  نطلب  محاسبه  ال+ مسءولين  عن  جريمه  امس  و+ سرعه  ال+ استجابه  ل+ مطالب  ال+ ثوره
-2, مختار  الصحاح  بيقول  رجل  ب+ ال+ تخفيف  كثير  ال+ كلام  و  ال+ رجل  كثر  كلام +ه و  حكايه  صوت  يقال  ال+ كوز  يعني  بق  فصحي
-1, شاهد  اخر  كلام  لم  يعد  مجديا  اي  حديث  مع  بشار
