sentiment,txt
1, ال+ يوم  انتصار  ل+ ال+ اسلام
1," ""  ال+ باشا  ابو  50  %  مش  و+ اخد  بال +ه ان +ه رمي  كل  اوراق +ه ,  بيهددنا  ان +ه هيضرب  بكره  ذخيره  حيه  ,  علي  اساس  ان  قبل  كد +ه كانوا  بيضربونا  بق  .  .  .  """
0, دماغ  ال+ داخليه  البايظه
0, ال+ مصري  ال+ حقيقي  ك+ ال+ هرم  ال+ شامخ  رفقه +ه شرف  و  ال+ تواصل  مع +ه حق  و  نسيان +ه محال  و  ال+ دعاء  ل +ه واجبكل  عام  و  انتم  ب+ خير  و  مصر  طيبه  و  حره  امنه
1," ""  اعلام  ال+ عار  يعترف  ب+ ال+ حقيقه  و+ يعلن +ها :  ال+ بلد  ب+ قت  العن  من  ايام  مرسي  في  كل  حاجه  ,  هو  انتم  لسه  شفتوا  حاجه  ,  التقيل  ورا  """
0, نادت  بك  ال+ رسل  ال+ كرام  ف+ بشرت  و+ @@وملاءك@@ +ك ال+ رحمن  خلف +ك سجدا  لا  يحصي  فضل +ك ناثر  او  كاتب  عددا  و+ لا  ال+ شعراء  ياغوث  ال+ ندي  #  سيد +نا ـ  ال+ نبي
1, ثمانون  عاما  و+ يزيد  و+ انتم  بين  ممنوعه  و+ محظوره  و+ مطارده  و+ ارهابيه  و+ صاحب  ال+ قرار  داءما  طاغيه  اذن  انتم  اهل  ال+ حق  امام  كل  سلطان  جاءر  #  انصاف  ـ  ال+ اخوان
0," ماعنديش  مشكله  نقبل  او  نرفض  ال+ قرض  علي  اسس  اقتصاديه  ,  لكن  ان +ك تلو +ي ال+ دين  عشان  تحلل  و  تحرم  هو  ده  ال+ لي  ينرفز"
0, استغرب  من  ال+ محللين  الذين  يضخمون  من  ال+ اعتداء  علي  سفاره  اسراءيل  ب+ دعوي  ان +ه مخالف  ل+ ال+ قانون  ال+ دولي  ف+ هي  جنحه  مقابل  جراءم  اسراءي
0, شفت  كل  شي  ب+ ال+ حياه  بس  اول  مره  اشوف  شب  حامل  طبله  ب+ ال+ رابيه  ب+ طبل  عشان  ال  #  عشنا  ـ  و+ شف +نا
0, السيسي  قال  ل+ ال+ امريكان  ان  ال+ مصريين  كانوا  يساقون  عنوه  ل+ ال+ مساجد
0, 8  ب  و+ بعد  عزل  اجباري  ل+ ال+ رءيس  ال+ مدني  ال+ منتخب  كنت  اتمني  ان  لا  يحدث  ب+ احترام  ال+ اخوان  ل+ ال+ جوهر  ال+ حقيقي  ل+ ال+ ديمقراطيه  متمثلا  في  طلب  ال+ شعب  ال+ تغيير
0, ال+ مصري  بيقول  حزام  ناسف  و  ال+ شروق  بيقول  سياره  مستفخخه  و  ال+ اهرام  بيقول  شنطه  مدارس  قوم  اوقف  و+ نتا  بتكلمني
0, يا  صباح  ال+ خير  يا  صباح  ال+ نصر  اح +نا ملوك  كل  حاج +ه في  مصر  :  )  )  #  ال+ اهلي
1, ال+ متهم  ب+ ازدراء  ال+ اديان  (  مع  ال+ تحفظ  ال+ شديد  علي  سبب  ال+ اتهام  )  ياخد  حبس  و+ كل  من  قتلوا  ال+ شهداء  ينعموا  ب+ ال+ براءه  عداله  عدلات
0, خليكوا  ف+ اكرين  ان  #  6  ابريل  دول  كانوا  بيقولوا  #  مرسي  عايز  ياخون  ال+ قضاء  ل+ ما  حب  يطهر +ه
0," ال+ اخوان  اختاروا  رضا  ال+ امريكان  خلاص  ,  بانت  من  زمان  ود +ه ال+ لي  هيعمق  خلاف +هم مع  ال+ سلفيين  و+ مش  بعيد  تلاقي +هم بيعايروا  ال+ سلفيين  ب+ علاقه  بعض +هم ب+ ال+ امن"
0, وحدوا  الله  يا  جماعه  و+ بلاش  اشاعات  عن  مفاجات  عشان  مش  عايزين  احباطات  كل  ال+ حكايه  ملف  معقد  هنحاول  نفهم +ه مع  بعض  :  )
1, انتم  كذابون  و+ قتله  يسقط  حكم  ال+ عسكر  هتاف  رج  قاعه  جامعه  سواس  عندما +ما بدا  ال+ نبوي  الذي  اوفد +ه ال+ انقلاب  ل+ تحسين  صوره +ه في  لندن  و+ طردوا +ه من  ال+ قاعه
0, مره  واحد  مرات +ه عقد +ها ال+ لي  بتحبه  اتقطع  ف+ سهر  طول  ال+ ليل  يلم  في  حبات +ه عشان  متزعلش  (  :  #  سيد +نا ـ  ال+ نبي  #  ال+ سيده  ـ  عاءشه  #  ال+ حب
1, جزي +ك الله  عن +نا خيرا  يا  رسول  الله  #  ال+ حبيب
1, جامعه  ال+ مستقبل  شريكه  في  سي  بي  سي  ال+ انقلاب  اعادت  امتحانا  ل+ طالب  ساقط  ب+ توصيه  من  ال+ انقلاب  و+ نجحوا +ه
0, مبدا  تهجير  ال+ اقباط  من  منازل +هم عند  حدوث  توتر  طاءفي  جريمه  اضافيه  في  حق  مواطنين  مصريين  صدقوا  ان  هناك  دوله  لا  اصدق  ان  ال+ شرطه  عاجزه  عن  حمايه +هم
0, احب +ك ربي  جميل  ال+ صفات  كريم  ال+ عطايا  و+ جزل  ال+ هبات  ف+ انت  ال+ رحيم  ال+ لطيف  ال+ حليم  و+ اول  حب  يلم  ال+ شتات  #  احب +ك ـ  ربي
1, اللهم  ارزقنا  نعيم  ال+ جنه  امين
1, بسمه  امل  -  قصه  سقراط  مع  ال+ نميمه  :  في  هذه  ال+ ايام  و+ ل+ ال+ اسف  كثرت  ال+ شاءعات  و+ ال+ نميمه  و+ اصبح  ال+ كثير  -  الا  من  رحم  ربي  من
0, حزب  ال+ وسط  ال+ ان  يتقدم  مسير +ه هاءله  الي  محكم +ه دمياط  ل+ تقديم  اوراق +ه ل+ ال+ انتخابات  البرلمانيهسعيد  جدا  ب+ ثقه +كم ـ
1," #  ف+ يفي  ـ  عبده  :  ال+ راقصه  محترمه  جدا  ,  و  انا  قدوه  ليش  ما  اكون  قدوه  :  )  #  ال+ حكم  لا  تعليق  !  !  !"
1, كانت  ف+ ين  ال+ روح  ال+ حلوه  دي  ايام  زمان  نص  مليون  فرق  في  الفولورز  فعلا  بيغيروا  ال+ انسان  متشكرين  يا  مبهج  ال+ جماهير
1, #  السيسي  هو  ال+ كبش  ال+ لي  هيدفع  ثمن  عوده  ال+ دوله  من  #  ال+ اخوان  ل  #  ال+ جيش  و+ قبل +هم نهايه  مشروع  #  ال+ توريث  وهيتصالحومع  #  ال+ اخوان  ب+ راس +ه و  .  .  .
0, هل  المانيا  اشترطت  علي  مرسي  مايقعدش  عند +ها اكتر  من  يوم  عشان  طاقه  شبكه  مقاومه  ال+ كوارث  ماتستحملش  اكتر  من  كد +ه ?
0, شكرا  :  )
1, اقول +ك علي  حاج +ه !  !  ال+ دنيا  مش  محتاج +ه !  #  اه  ـ  و+ الله
1, ال+ لغه  تراث
1, شوف  حجم  ال+ تهليل  و+ ال+ تكبير  ال+ تهليل  و+ ال+ تكبير  ل+ قتل  رجل  لم  يصوب  ل +ك سلاحا
0, انغام  وزير +ه ال+ بهجه  علي  راي  #  بلال  ـ  فضل
1, ايها  ال+ اخوان  من  عذب  ال+ شهيد  ال+ جندي  حتي  ال+ موت  من  منح  طنطاوي  و+ عنان  قلاده  ال+ نيل  من  قتل  134  مصريا  و+ اعتقل  و+ عذب  ال+ الاف  اعترفوا  ب+ جراءم +كم
0," 5  ج  و+ انعت  ال+ رءيس  بعد  ال+ حشد  ال+ مذهبي  و+ ال+ طاءفي  ب+ رءيس  التكفيريين  ال+ منتخب  ,  يمتنع  تشويه  موقف +ي و+ تحويل +ه ب+ عبث  الي  اي  شيء  غير  رفض  ال+ مذهبيه  و+ ال+ تكفير"
0, ال+ اعتقالات  ك+ ال+ امطار  بلا  مبررات  لكن  ال+ انقلاب  يرفض  حضور  ال+ محامين  ل+ تحقيقات  ال+ نيابه
0," ""  ياسر  ابو  عمار  في  #  سياسه  ـ  في  ـ  دين  :  غيرت  موقف +ي من  حزب  #  ال+ نور  ب+ سبب  مواقف +ه ال+ مخزيه  مع  ال+ رءيس  #  محمد  ـ  مرسي  و+ وقوف +ه مع  ""  ""  """
0, انت  قصه  عشق  لا  يفهم +ها الا  النجوانيون  #  هلا  ـ  فبراير  #
1," ""  و+ اصبح  تفجير  ال+ بيوت  و+ حرق  عشش  ال+ فقراء  ""  ""  اعمال  قتاليه  ""  ""  في  نظر  ال+ جيش  ال+ مصري  !  #  سيناء  #  مصر  #  """
0, #  انتخبوا  ـ  ال+ عرص  ال+ مفوضيه  ال+ افريقيه  تقبل  دعوي  ترفض  احكام  اعدام  ب+ مصر  #  مصر
0, #  شكرا  ـ  قطر  دوله  كسبت  احترام  ال+ شرفاء  ب+ مواقف +ها و+ ذكاء +ها من  خلال  وقوف +ها مع  ال+ شعوب  ف+ ال+ كل  زاءلون  و+ من  يبقي  ال+ شعوب
1, ـ  4  :  #  هلا  ـ  فبراير  #  ا+ ليسا  علي  روتا +نا مصري +ه :  )  ال+ واحد  كان  مخنوق  و  ف+ رفش  :  -  ;  -  )
1," ""  حازم  امام  :  جماهير  ال+ اهلي  ""  ""  ب+ تفهم  كوره  ""  ""  """
1, ال+ عبوات  ال+ ناسفه  و+ ال+ سيارات  ال+ مفخخه  مسرحيات  هزليه  عفا  علي +ها ال+ زمن  و+ لم  تعد  تءثر  علي  ال+ راي  ال+ عام  نقول  للسيسي  كان  ال+ مالكي  اش  .  .  .
0, #  سوريا  ـ  في  ـ  ال+ قلب  سبحان  من  وضع  في  قلب  ال+ عربي  سوريا  و  ال+ يمن  و+ ال+ صومال  و+ مصر  و+ ليبيا  و+ تونس  و+ ال+ بحرين  و+ ال+ كويت  بلاد  ال+ عرب  في  ال
1, ال+ فكره  راءعه  و+ كلما  تعملوا  ترتيبات  لي +ها ابعت  ل +ي منشن  عشان  انشر +ها و+ ب+ رجاء  عمل  قسم  خاص  ل+ حمله  ال+ ارباع  ال+ مخرومه  ال+ لي  تستحق +ها ال+ اداره
1, بس  ممكن  #  ال+ عرص  يموت  و+ ساعه +ها #  حمدين  ـ  صباحي  ينجح  ب+ ال+ تزكيه  ساعه +ها حيكون  ل +ه تلات  معارضين  #  ال+ اخوان  و  #  ال+ فلول  و  #  مءيدين  ـ  السيسي  ـ  بيعملوا  ـ  فولو  ـ  ل+ بعض
0, خبراء  زراعيون  :  ال+ شون  ال+ زراعيه  سبب  اهدار  كميات  كبيره  من  #  ال+ قمح  و+ سعر  ال+ اردب  غير  مرضي  ل+ ال+ فلاح  #  #  مصر
0, ال+ تيار  ال+ شعبي  و+ جبهه  ال+ انقاذ  اكتشفا  اخيرا  ان +هما بلا  قيمه  في  زمن  ال+ انقلاب  بعد  اعلان  قانون  ال+ تظاهر  ال+ جديد
0, ندين  اعمال  ال+ عنف  التي  لجات  ل +ها عناصر  تخريبيه  في  محيط  مبني  جامعه  ال+ دول  ال+ عربيه  #  ال+ ساده  ـ  ال+ محترم  .  .  .
0, كل  يوم  يزداد  ايمان +ي ان  رب +ي حبيبي  معي  يارب  ل +ك ال+ حمد  جميع  ال+ امور  ميسر +ه ب+ كل  حب
1, نحن  ندفع  ال+ امل  في  عقول  و  قلوب  ال+ مصريين
1, ال+ دراما  ال+ مصريه  في  تقدم  مبهر  مسلسل  #  نيران  ـ  صديقه  راءع  جدا  جدا
1, وفاي  مكان  و  ف+ اي  زمان  ب+ قول +ها لي +ك و  ب+ اعلي  صوت  غير +ك مليش  عشان  اعيش  #  ال+ اهلي  في  قلب +ي ل+ حد  ما  #  اموت
1, ل+ الله  ال+ حمد  تجوز +نا 5000  محب  و  متابع  ل+ صفحه  #  ال+ اقصي  متي  نصل  ل  10  الاف  محب  و+ متابع  ?  ?  #  تغريدات  ـ  ال+ دكتور  ـ  عوض  ـ  ال+ قرني
1, ال+ حمد  ل+ الله  حققنا  مستهدف  حمله  ال  21  يوم  ل+ محو  ال+ اميه  شكرا  ل+ شباب  صناع  ال+ حياه  و  ل+ كل  شركاء  ال+ حمله  يا  رب  اعنا  علي
1, 2  الف  شكر
1," اذا  اهم +ك امر  غير +ك ,  ف+ اعلم  ب+ ان +ك ذو  طبع  اصيل"
1, كلام  و+ كلام  حمله  لا  اضحيه  هذا  ال+ عام  تءكد  حب  ال+ اخوان  ل+ ال+ خرفان  #  ال+ ساده  ـ  ال+ محترمون  .  .  .
0, كسر +نا حاجز  ال+ خوف  :  دستور  يجهض  حقوق +نا و  حريات +نا هو  دستور  س+ نسقط +ه ال+ يوم  قبل  ال+ غد  قوه +نا في  اراده +نا
0, #  عن  ان +ك تصاحب  بابا +ك ومامتك  وتحكيلهم  عن  كل  حاجه  من  غير  ما  تخاف  من +هم ان +ك واثق  ان +هم هيساعدوك
1, ـ  ـ  #  خلق  ـ  جميل  احترام  اي  انسان  فقط  ان +ه انسان  مهما  كانت  ديانه +ه
1, هما  ف+ اكرين  ان  ال+ بلوك  زعلده  انا  كنت  ب+ احب  اخدم  ب+ سل +كن طالما  ل+ ازم +هم حرق  دم  ومالهيالله  هاروح  افطر  س+ يمون  فيميهسلام  يامعفنيين
0, اتممت  مهمتي +ي ك+ عضو  لجنه  تحكيم  في  مهرجان  فينيسيا  ال+ يوم  شاهدت  20  عرض  و+ راضي  ب+ شكل  عام  عن  نتيجه  الاوريزونتي  التي  س+ تعلن  في  ال+ ختام  كمان  ساعتين
1, اعتقال  ال+ فتيات  دون  20  عاما  ل+ رفض +هن ال+ انقلاب  ثم  اجراء  اختبارات  حمل  ل+ بعض +هن تصرفان  تعكس  وضاعه  ال+ انقلاب  و+ خسه  من  ينفذون +ها
0, الاسواني  :  ل+ هذا  لا  يوجد  فرق  بين  ارهاب  ال+ كنيسه  ال+ كاثوليكيه  في  ال+ اندلس  علي  يد  ال+ راهب  بليدا  و+ ارهاب  اسامه  بن  لادن
0, د  عبد  ال+ منعم  ابو  ال+ فتوح  :  ابعث  ب+ تهنءتي  و+ تحيات +ي الي  شباب  ال+ ثوره  الذي  ما+ زال  يدافع  من  اجل  استمرار  مسيره  ال+ ثوره
1," لقاء  راءع  اجتمعت  في +ه مع  ال+ شيخ  #  عادل  #  الكلباني  ,  و+ اشكر +ه علي  كرم  ضيافه +ه و  ال+ فواءد  ال+ علميه  التي  قدم +ها ل +ي"
1, مصر  كل +ها هتصوت  ل+ عبد  ال+ منعم  ابو  ال+ فتوح  ال+ قوي  ال+ امين
1," ال+ حديث  عن  انتخابات  ديمقراطيه  و+ تكافء  ال+ فرص  ,  في  غياب  حريه  تكوين  ال+ احزاب  ب+ مجرد  الاخطارخلال  ال+ فتره  ال+ انتقاليه  ,  هو  لغو  و+ استمرار  ل+ ال+ فكر  السلطوي"
0," ""  #  اردوغان  معادي  ل+ ال+ اسلام  يقود  ""  ""  دوله  فاجره  و+ فاسقه  ""  ""  """
0, هو  كل  رءيس  عرص  يحكم  #  مصر  يتشطر  علي  #  ال+ جزاءر  ?  !  مر +ه ب+ حجه  ال+ كوره  ودلوقتي  ب+ حجه  #  ال+ ارهاب  ?  !  #  انتخبوا  ـ  ال+ عرص  #  ال+ عرص  ـ  يغرد
0, قتل  صحفيين  ابرياء  اعتقال  و+ سجن  صحفيين  ظلما  ترهيب  صحفيين  و+ منع +هم من  عمل +هم حريه  ال+ صحافه  ترقص  علي  واحده  و+ نص
0, #  عدلي  ـ  منصور  :  مصر  اخلصت  في  ال+ حرب  و+ ال+ سلام  سلام  ال+ منتصرين  و+ اخلصت  ل+ ال+ سلام  الذي  التزم  ب +ه ال+ طرف  ال+ اخر
1, ما  تفعل +ه قناه  ال+ جزيره  هو  اعلان  حرب  علي  مصر  و  لا  يمكن  ال+ سكوت  علي +ه !
0, كفايه  سياسه  بقي
0, ارشح  صاحب  هذا  ال+ حساب  ك+ افضل  مغرد  ل+ افاده +ي في  مجال  (  لعبه  14  )  #  تدوين
1, ال+ صلح  خير  قوم  نتصالح  #  ال+ مشير
1, الا  يستطيع  خيرت  ال+ شاطر  ان  يتصل  ب+ حازم  ابو  اسماعيل  ل+ يطلب  من +ه ان  يكف  ارهاب +ه عن  ال+ مصريين  ام  ان  ال+ شاطر  موافق  علي  ارهاب  ابواسماعيل  ال+ اجابه  واضحه
0," ""  امير  ال+ عمري  :  ""  ""  الشتا  ال+ لي  فات  ""  ""  :  شهاده  سينماءيه  بليغه  عن  ال+ ثوره  """
1, ال+ حلقه  ال+ ثامنه  عشر  -  ال+ جزء  ال+ ثالث  -  فرقه  صابرين
1, نعم  حضرت  جلسه  استماع  واحده  ل+ ال+ دستور  استمعوا  ل +نا ب+ كل  اهتمام  ثم  ضربوا  ب+ ملاحظات +نا عرض  ال+ حاءط  لا  ل+ ال+ دستور
0, ان  ينزل  لواء  من  مكتب +ه ل+ يقاتل  ال+ عصابات  ال+ ارهابيه  وسط  جنود +ه ف+ يستشهد  دليل  علي  شجاعه +ه و+ تفاني +ه في  حمايه  بلد +ه رحم  الله  ال+ شهيد  ال+ لواء  نبيل  ف+ راج
1, #  انتخبوا  ـ  ال+ عرص  #  الببلاوي  ال+ قاتل  اعترف  رسميا  ب+ انقلاب  ال+ عسكر  علي  #  ال+ رءيس  #  مرسي
0, #  سما  ـ  ال+ مصري  زيطه  و+ بالون +ه فاضح +ه ل+ ال+ تغطيه  علي  امور  اخري  الالهاء
0," ""  #  يوسف  ـ  ال+ حسيني  ب+ ال+ فيديو  يفضح  كذب  قناه  ال+ جزيره  و+ يكشف  تمثيل  ال+ اخوان  دور  ال+ موتي  !  !  ""  ""  """
0, و  ل+ لعل  اسوء  ما  في  هذا  ال+ يوم  غياب +ك يا  #  باسم  :  -  (  =  =
1, #  ال+ داخليه  ـ  بلطجيه  #  تعذيب  ال+ مهندسه  داليا  رضوان  تم  ال+ اعتداء  علي +ها ب+ ال+ ضرب  ال+ خميس  ال+ ماضي  في  احد  الكماءن  ب+ ال+ عجمي  و+ تم
0, قص +ه قصيره  :  عرف  رب +ه ف+ احب +ه ف+ عاش  سعيدا
1, 2011  ال+ اسلام  ام  مصر  ?  يزداد  احترام +ي ل +ك مءخرا  كلما  تكلمت  مع  ان +ي س+ ارشح  ال+ برادعي
1, خطاب  عاجل  الي  وزير  ال+ تعليم  :  مدرسه  ال+ شهيد  احمد  كمال  في  طنطا  ماساه  ال+ تعامل  مع  اسر  شهداء  ال+ ثوره  :
0, كل  عام  و  انتم  ب+ خير  تعرفوا  علي  مظاهر  فرح +ه عيد  ال+ فطر  ال+ مبارك  من  خلال  ال+ بوم  صور  ل+ يوم  ال+ عيد  من  جميع  انحاء  ال+ عالم
1, بعد  وصله  من  ال+ اعلام  ال+ رسمي  ال+ تحريضي  خرجت  علي +نا جماعه  ال+ اخوان  ب+ مءتمر  صحفي  اكثر  انحطاطا +هما بيتنافسوا  مع  بعض  ?
0, والد  #  جيكا  هو  ال+ لي  كان  داخل  مع  #  حمدرين  يوم  تسليم  ال+ توكيلات  #  واحد  ـ  مننا
1," عيد  فطر  سعيد  ,  اعاد +ه الله  علي  مصر  و+ ال+ بشريه  ب+ ال+ خير  و+ ال+ حريه  و+ ال+ عدل  و+ ال+ تسامح"
1, ل+ ال+ شموخ  عنوان  #  ال+ سادات
1, و+ الله  ما  عارف  اضحك  الله  يحرق  #  ثانويه  ـ  عامه  علي  مدرسينها  واحد  واحد
0, س+ نسمو  علي  خلافات +نا ال+ سياسيه  و+ ال+ حزبيه  و+ س+ نعلي  فقط  ال+ مصلحه  ال+ وطنيه  س+ تنتصر  ثوره +نا و+ س+ تكون  مصر  قويه  ب+ اذن  الله
1, #  محمود  ـ  سعد  قعد  يدافع  عن  ال+ شباب  ايا +هم و+ لما  جه  يقول  ل+ ال+ مراسل  هات  ل +نا واحد  نكلم +ه اتشتم  هو  و+ ال+ مراسل  اتفضل  حاور +هم قبل  ما  تقنع  ال+ ناس  تقبل +هم #  مصر
0, من  يوقف  قانون  ال+ عزل  و+ من  يجمد  بلاغات  ال+ فساد  ضد  شفيق  و+ من  يهدر  طعون  ال+ تزوير  هل  س+ يجري  انتخابات  اعاده  نزيهه  اما  تطبيق  ال+ قانون  او  مقاطعه  شامله
0," 1  :  #  عبدالله  ـ  شعب +ك ـ  يحبك  #  ال+ ملك  اسال  من  هو  في  ملك +ه مقيم  ,  و+ في  جلال +ه عظيم  و+ علي  عباد +ه رحيم  ,  و+ ب+ كل  شء  عليم  ان  يشفي +ك"
1," ""  مءتمر  ل+ ال+ رجل  ال+ شجاع  ال+ امين  ال+ حكيم  #  اردوغان  و+ من  خلفه  ايه  ""  ""  انما +ما ال+ مءمنون  اخوه  ""  ""  كتبت  علي  هيءه  اشاره  #  رابعه  """
1," ""  دمحمد  الجوادي  يشيد  ب+ انجازات  مبارك  في  كتاب +ه ""  ""  ال+ نخبه  ال+ مصريه  ال+ حاكمه  ""  ""  #  مصر  #  قطر  #  ال+ امارات  #  ال+ سعوديه  #  ال+ بحرين  #  لبنان  """
1, #  عمر  ـ  جابر  مننا  هيه  هيه  #  زملكاوي  زيينا  هيه  هيه  #  لاعب  ـ  ب+ عقليه  ـ  اولتراس
1," و+ ال+ لي  ماتوا  في  #  بورسعيد  عشان  رجال  ,  ل+ ما  قاوموا  حكم  #  عسكر  ك+ ال+ جبال"
1, دول  اوروبا  اوقفت  رحلات  شركات +ها الي  مصر  شركات  ال+ تامين  ترفض  عمل  وثيقه  ل+ ال+ مسافر  بكره  تشوفو  مصر
0, ادعو  ال+ مصريين  الي  مشاهده  توثيق  مذبحه  ال+ اتحاديه  التي  جمع +ها ال+ استاذ  عمر  طاهر  سحل  و+ ضرب  رصاص  و+ تعذيب  ال+ بنات  لن  تفلتوا  من  ال+ حساب  ايها  ال+ اخوان
0, ماذا  تفعل  ال+ معده  اذا  فاجا +ها ال+ كبد  ب+ ضربه  قاتله  ?  ان +ها مصر  ضربات +نا ال+ قاتله  تاتي +نا من +من كانوا  اهل +نا و+ جيران +نا و+ ابناء +نا
0, في  مصر  8500  قتيل  علي  ال+ طرق  في  2010  و+ لا  حد  بيعمل  حاجه
0, من  اعظم  نعم  الله  علي +ك ان  يقضي  حواءج  ال+ ناس  علي  يدي +ك فاكر  اخر  انسان  ساعدت +ه ?
1, اللهم  بلغنا  رمضان  #  نفس +ي يرجع  بقا
1, طاق +ه ايجابيه  شبابيه  في  تصوير  ال+ يوم  ال+ اول  من  #  ارب  ـ  ايدول  #  ال+ موسم  ـ  ال+ ثالث  كان  يوم  راءع  جدا  انتظروا +نا #  قريبا  .  .  .
1, ب+ اسم  يوسف  لذيذ
1, منذ  عامين  و+ حتي  ال+ ان  كل  ما  قدم +ه انصار  تيارات  ال+ شعارات  ال+ اسلاميه  ل+ مصر  مجرد  مشاريع  خناقات  مع  ال+ عالم  و+ ال+ كون  و+ ابناء  ال+ وطن
0," حق  @@شهداءنا@@ +نا يضيع  ب+ شكل  منظم  نظام +نا ال+ قضاءي  عاجز  عن  ال+ قصاص  و+ ال+ جهات  ال+ تشريعيه  و+ ال+ تنفيذيه  لم  تدعم +ه ,  و+ محاسبه  كل  من  قصر  في  جمع  ال+ ادله  ضروره"
0, ال+ بابا  شنوده  ال+ ثالث  كان  وطنيا  مخلصا  و+ مصريا  عظيما  رحم +ه الله
1, تحيه  و+ تقدير  ل+ جورج  اسحاق  س+ تبقي  داءما  رمزا  ل+ ال+ شجاعه  و+ ال+ وطنيه  و+ انكار  ال+ ذات  ال+ ثوره  مدينه  ل +ك ب+ ال+ كثير
1, اتفرجوا  علي  ال+ اخوان  عايزين  ايه  من  ال+ دستور  مهزله  !
0, تحي +ه ل+ من  حفظ  ل+ مصر  كرامه +ها ال+ رءيس  حسني  مبارك  و  انور  ال+ سادات  و+ رجال  ال+ قوات  ال+ مسلحه  الذين  استشهدوا  #  تحرير  ـ  سيناء  .  .  .
1, الم  يحين  ال+ وقت  ل+ عمل  فيلم  عن  ال+ عملاق  ابراهيم  ال+ رفاعي  ?
1, مرسي  فتح  علي  نفس +ه فتوح +ه ضن +ك ب+ ذات +ه ال+ رءاسيه  دي  ده  في +ه ناس  هيبقي  كيفها  ال+ شتيمه  بعد  كد +ه
0, اسحبوا  ال+ وثيقه  ال+ دستوريه  ال+ مشوهه  نريد  لجنه  محايده  تضع  ميثاق  شرف  نلتف  حول +ه جميعااولويتنا  هي  توحيد  ال+ صفوف  و+ ليس  ال+ مزيد  من  ال+ صدام  و+ ال+ فوضي
0, و+ مجتمع  نريد  استقرار +ه و+ بناء +ه ديمقراطيا  يعاني  و+ مجلس  عسكري  تاكلت  شرعيه +ه و+ يصر  علي  @@اخطاءه@@ +ه التي  باتت  تهدد  تماسك  ال+ دوله  و+ تعيد +نا ل+ ال+ وراء
0, ال+ غشيم  فعلا  يا  هيموتك  يا  هيزنقك  تموت +ه اخطر  خصم  في  ال+ حقيقه
0, خطاب  مرسي  بدايه  جيده  نتمني  ان  يكون  ذلك  بدايه  ل+ توحيد  ال+ صفوف  ضد  ال+ عسكر
1, #  خلق  ـ  جميل  ان +ك تحسن  معاملت  من  اساء  الي +ك
1, اللهم  اغفر  ل+ اموات +نا و+ ارحم +هم و+ عاف +هم و+ اعف  عن +هم و+ اكرم  نزل +هم و+ وسع  مدخل +هم و+ اجمع +نا ب +هم في  جنان +ك #  دعاء  #  دعاءي  #  غرد  ـ  ب+ ذكر  ـ  الله  #  ادعيه  #  يارب
1," من  بارز  الله  ب+ ال+ معاصي  خاب  و+ خسر  دنيا  و+ اخره  ,  و+ كفاه  هذا  الهاشتاج  و+ فضاءح  معاوني +ه #  انتخبوا  ـ  ال+ عرص"
0, ال+ صوره  تتحدث  عن  نفس +ها #  مصر  #  ال+ داخليه  ـ  بلطجيه  #  حري +ه #  محمد  ـ  محمود  #  جرافيتي
0, عايز  تنافق  اي  سلطه  و+ تلحس  جزم +ها ده  اختيار +ك لكن  لي +ه زعلان  اوي  ان  غير +ك بيقول  راي  مختلفمش  كل  ال+ ناس  عند +ها ميول  ل+ ال+ تاييد  او  ال+ نفاق  زيكخلقه  رب +نا
0, #  6  ابريل  صباح  ال+ غباء  #  خلطه  نقاء  و+ غباء  ثوري  ال+ نتيجه  حزب  وطني  #  نيولوك  #  ال+ حريه  ـ  ل+ ال+ معتقلين  #  ماهر  #  دوم +ه #  عادل  #  #  .  .  .
0, #  حاجات  ـ  بتفرح  ـ  في  ـ  مصر  ال+ ناس  ال+ كبيره  في  ال+ سن  ال+ لي  بتدعيلك  ل+ مجرد  ان +ك رديت  سءال +هم ب+ ادب  او  عديه +هم ال+ طريق
1, قلت  ل+ ال+ رءيس  هناك  حمله  علي  حريه  ال+ تعبير  و+ بداتم  في  اغلاق  ال+ قنوات  و+ مصادره  ال+ صحف  ب+ دون  سند  قانوني  معني  ذلك  ان  كل  من  يهاجم  ال+ اخوان  س+ يتم  اغلاق +ه
0, محمود  ال+ شامي  ال+ عضو  ال+ جاهل  ل+ اتحاد  ال+ كره  يقول  ان  شعار  رابعه  محرم  دوليا  ال+ جهل  نوروون
0, اتقدم  ب+ خالص  ال+ تهنءه  الي  ال+ اخوه  ال+ اقباط  ب+ مناسبه  عيد  ال+ ميلاد  ال+ مجيد  اعاده  الله  علي  مصر  ب+ ال+ امن  و+ ال+ رخاء
1, بسمه  امل  من  ال+ مستشفي  -  اسعاد  غير +ك اسعاد  ل+ نفس +ك
1, سمعت +ها كتير  بس  اول  مره  احس +ها و+ افهم +ها و+ عرف  ان +ها حلوا +ه اووي  كدا  اغنيه  #  شيرين  انا  كلي  ملك +ك
1, #  جديد  ـ  في  ـ  تويتر  ال+ راءع  هنا  ان +ك بتتعلم  ال+ بلاغه  ان +ك ملزم  ب  140  حرف
1, 1
1, و+ اقو  ل +ك ايه  طريق  ال+ كره  اخره +ه اي  ه  و+ هي  قلوب +نا ماتت  لي +ه لفين  هنروح  ما  بينا  ش  يطان  امل +نا ياوطن  خلصان  محدش  في +نا مش  خسران  و+ لا  مج  .  .  .
