text,polarity
 اعلام  ال+ عار  ساند  منتخب  مصر  في  غانا  ل+ ينسب  ال+ فوز  لسيسي  ف+ خسر +نا ب+ ال+ سته  و+ تجاهل  ال+ اهلي  كرها  في  ابو  تريكه  ف+ فز +نا ب+ كاس,-1
 ال+ مظاهرات  امام  سفاره  ال+ امارات  عاهر +ه ال+ خليج  في  جمعه  ال+ حسم  راجعين  ال+ انقلاب  ال+ عسكري,-1
 كيف  يمكن  مسح  ال+ شراءط  التي  سجلت  جراءم  ال+ عادلي  لماذا  كان  ال+ عادلي  يضحك  ب+ سعاده  اثناء  محاكمه +ه اتمني  الا +لا تكون  اجابه  ال+ سءالين  واحد +ه,-1
 تجار  ال+ دين  يكذبون  و+ يعتدون  ويتواطءون  و+ يزورون  ال+ استفتاء  ثم  يقيمون  ال+ صلاه  انفصال  كامل  بين  ال+ عقيده  و+ ال+ سلوك  يستدعي  ال+ تامل  و+ يحتاج  الي  علاج  نفس +ي,-1
 واضح  ان  ب+ ال+ نسبه  ل +هم لحوم  ال+ علماء  مسموم +ه الا +لا لو  كانت  لحوم  ال+ مفتي  و  شيخ  ال+ ازهر,-1
 علاء  الاسواني  لقد  حافظ  ال+ رءيس  مرسي  علي  اعلام  مبارك  ال+ فاسد  و+ راح  يستغل +ه ل+ مصلحه +ه ال+ مقال  كامل,-1
 يا  غنوا +ه مبتكملش  يا  دمع  يا  محبوس  لي +ه كل  ما  احلم  حلم  بقي  يتقلبلي  كابوس  محمد  محسن,-1
 قلب  ال+ وطن  مجروح  لا  يحتمل  دين  ام  عسكر  منير,-1
 ال+ مصري  بيقول  حزام  ناسف  و  ال+ شروق  بيقول  سياره  مستفخخه  و  ال+ اهرام  بيقول  شنط +ه مدارس  قوم  اوقف  و+ نتا  بتكلمني,-1
 ال+ مفسد  عادل  فقيه  عادل  فقيه  وزير  ل+ ال+ صحه,-1
 صامت  علي  ال+ انقلاب  مثل  رجل  شاهد  خيانه  زوجه +ه ف+ شرب  عصير  ليمون  سءل  ماذا  فعلت  قال  عملو  ليمون  ل+ نفس +هم,-1
 لا  اعترف  ب+ سفير  يدين  مواطن +ه قبل  ان  يجري  تحقيق  محايد  و+ عادل  لا  تعرف +ه ال+ سعوديه  هذا  سفير  مبارك  و+ ليس  سفير  مصر  ابدا,-1
 قتل  صحفيين  ابرياء  اعتقال  و+ سجن  صحفيين  ظلما  ترهيب  صحفيين  و+ منع +هم من  عمل +هم حري +ه ال+ صحافه  ترقص  علي  واحد +ه و+ نص,-1
 يا  ايها  المغيبون,-1
 في  ناس  واقف +ه بشوم  عند  ال+ شوارع  ال+ مءديه  ل+ ال+ تحرير  ب+ توقف  ال+ ناس  ب+ شكل  عشواءي  وقفوا  ال+ عربيه  ال  قدامي  واتجمهروا  علي +ها ب+ دون  داع,-1
 حمدين  فرصه +ه ضعيف +ه ابو  ال+ فتوح  اقوي  و  بعدين  فسس,-1
 كلام  ام  ال+ شهيد  محمد  مصطفي  بيجيب  من  ال+ اخر  مرسي  كذب  في  و+ عود +ه,-1
 يعني  واحد  ما  بيعرفش  يقرا  ا+ ليس  من  ال+ هراء  و+ ال+ عبث  ان  تاخذ  راي +ه في  كتاب  دون  ادني  مجهود  ل+ شرح +ه ل +ه خاصه  لو  هياثر  علي  حياه +ه و+ حياه +ي انا  كمان,-1
 شفت  كل  شي  ب+ ال+ حياه  بس  اول  مر +ه اشوف  شب  حامل  طبل +ه ب+ ال+ رابيه  ب+ طبل  عشان  ال  عشنا  و+ شف +نا,-1
 اسالوا  ال+ برادعي  عن +ما فعل +ه في  ال+ عراق  ال+ برادعي  طلع  جاسوس  ب+ اسم  طلع  حرامي,-1
 قرارات  مرسي  انتقامي +ه,-1
 لن  امل  من  تكرار +ها ايام  كان  رءيس +كم مرسي  يحسن  احسنت  انا  و+ غيري  اليهلكنه  منذ  ان  بدا  ال+ كذب  و+ اخلاف  ال+ وعود  و+ تسبب  في  اساله  ال+ دماء  لا  يستحق  ال+ احسان,-1
 ب+ تسمع  صوت  موتور  بتفكرو  هلكوبتر  ب+ تسمع  صوت  مولد +ه كهربا  ب+ تفكر  هلكويتر  ياربي  دخيل +ك شو  هالحاله  سوريا,-1
 اشعر  ب+ ال+ شفقه  علي  من  يصف  ف+ بركات  السيسي  يوم  يونيو  ب+ ثور +ه حشد  مرتب  ل+ مد +ه ست  ساعات  ل+ تبرير  عملي +ه ال+ خيانه  و+ ال+ غدر  و+ ال+ انقلاب  علي  او,-1
 و+ اقول +ك ايه  طريق  ال+ كره  اخره +ه ايه  و+ هي  قلوب +نا ماتت  لي +ه لفين  هنروح  ما  بينا  شيطان  امل +نا ياوطن  خلصان  محدش  في +نا مش  خسران  و  ?  مج,-1
 ال+ انقلاب  يجمع  عددا  من  ال+ فاسدين  ل+ يقدم +هم لاشتون  علي  ان +هم ال+ مفاوضون  من  جماع +ه ال+ اخوان  فضاءح +هم لم  و+ لن  تنتهي,-1
 انصار  ال+ شرعيه  يدينون  هذه  ال+ تفجيرات  مصر  ال+ ليله,-1
 قمع  ال+ ثوره  في  ال+ بحرين  ب+ طريق +ه همجي +ه جريمه  تم  ال+ تغاضي  عن +ها ل+ اسباب  طاءفي +ه ال+ انسان  يجب  ان  يتمتع  ب+ حقوق +ه مهما  يكن  دين +ه او  مذهب +ه,-1
 الاسواني  لماذا  تصر  ال+ ولايات  ال+ متحده  علي  استمرار +ها في  دعم  مرسي  ل+ ال+ نهايه  رغم  قتل +ه ل+ ال+ مصريين  و+ قمع +ه ل+ ال+ تظاهرات,-1
 يرفض  نسب  هجوم  سيناء  ضد  خلي +ه ارهابيه  الي  اسراءيل,-1
 هد  دايره  و  بنلف  في +ها ال+ داخليه  مش  عايزه  بقي  في  اولتراس  ف+ اخترعت  مذبخه  بورسعيد  ف+ ال+ ناس  تموت  ف+ ال+ جمهور  يتمنع  من  الماتشات  ال+ كوره  ل+ ال+ جماهير,-1
 ما  احقر  ال+ قاتل  حين  يبرر  جريمه +ه مجزر +ه رابع +ه مجزره  سجن  ابوزعبل  رابعه,-1
 ال+ ليله  مساء  نستمرفي  كشف  اغراض  ال+ جزيره  و+ حمله +ها ال+ داعمه  ل+ تنظيم  ال+ اخوان  ال+ ارهابي  مستخدمين  تقاريربعدسه  ال+ جزيره  نفس +ها مصر  ال+ امارات  لبنان  قطر,-1
 ال+ صوره  تتحدث  عن  نفس +ها مصر  ال+ داخليه  بلطجي +ه حريه  محمد  محمود  جرافيتي,-1
 لا  اعرف  لم  يعرضون  ال+ مبالغ  علي  ال+ طفل  فيصل  ال+ غامدي  ل+ اغراء +ه ب+ بيع  هدي +ه ال+ ملك  الا +لا يدركوا  ان +ها لا  تباع  و+ لا  ترد  خاص +ه ان +ها جاءت  من  والد  ال+ جميع,-1
 س+ يبك  مت +ه ده  اهبل,-1
 بس  ممكن  ال+ عرص  يموت  و+ ساعه +ها حمدين  صباحي  ينجح  ب+ ال+ تزكيه  ساعه +ها حيكون  ل +ه تلات  معارضين  ال+ اخوان  و  ال+ فلول  و  مءيدين  السيسي  بيعملوا  فولو  ل+ بعض,-1
 ب+ صراح +ه طظ  في  اي  جمهور  زي  حضرت +ك ود +ه راي  مش  كره  و+ الله,-1
 ازم +ه ال+ فكر  في  مصر  ان  ال+ اعلي  صوتا  لا  يقول  شيءا  و+ ال+ اكثر  حكم +ه لا  يسمع +ه احد,-1
 اي  خروف  يشوف  اعداد  النهارده  لازم  يتواضع  و+ يهز  ليت +ه خاص +ه ان  ال+ عيد  علي  ال+ ابواب,-1
 انتهاكات  ال+ انقلاب  ال+ قمعيه  في  جامع +ه ال+ اسكندريه  وصلت  مدي +ها ب+ اصابات  و+ اعتقالات  انقذنا  يا  عزيز  يا  جبار  من  طغمه  ال+ استعمار,-1
 ال+ جزيره  و+ لا  حاج +ه جنب  قنات +ه الشملوله  اون  تي  في  الي  بتتوقع  ال+ كوارث  قبل  حدوث +ها و+ تسبق  ل+ موقع  ال+ حدث,-1
 ملاحق +ه ب+ اسم  يوسف  و+ @@وزملاءه@@ +ه من  ال+ اعلاميين  ب+ تهم  لا  تعرف +ها الا  ال+ انظمه  ال+ فاشيه  هو  استمرار  ل+ ممارسات  قبيح +ه و  باءس +ه ل+ اجهاض  ال+ ثوره  ال+ تغيير  حتمي,-1
 دماغ  ال+ داخليه  البايظه,-1
 منذ  تم  ال+ تصويت  علي  تعديل  قانون  انتخابات  ال+ رءاسه  ال+ عزل  قد  انهالت  علي +نا ال+ تعليقات  ال+ مليءه  ب+ ال+ سباب  الممنهج  من  ال+ لجان  ال+ الكترونيه  ال+ ماجوره,-1
 ان +ها قنبل +ه موقوت +ه استمر  في  تطبيق  قانون  الطواريء  و  خاطر  ب+ ال+ انفجار,-1
 ال+ انذال  كان  ال+ مخطط  ل+ يوم +نا المنقضي  هذا  من  خصوم  ال+ وطن  و+ ال+ انسانيه  هو  تحقيق  اعلي  نسب +ه عنف  و+ حرق  و+ اقتحام  و+ قتل,-1
 مثل +هم مثل  انصار  مبارك  و+ انصار  كل  مستبد  يتصورون  مشكله +هم مع  ال+ كتاب  و+ ال+ اعلاميين  ثم  يفاجاون  ان  مشكله +هم مع  ال+ واقع  الذي  امتلا  ب+ ال+ مظلومين  و+ ال+ محبطين,-1
 اعتراف  من  نقاب +ه ال+ صحفيين  ال+ فاسده  هناك  مناخ  معادي  ل+ حريه  ال+ صحافه  بعد  ال+ انقلاب  اكثر  من  اي  وقت  سابق  ال+ صحافه  اتهانت,-1
 قوات  من  ال+ شرطه  و  ال+ عسكر  ل+ قتل  ال+ طلبه  مش  ناسيين  عمرو  خلاف  محمد  عادل  شريف  عاطف  و+ غير +هم كتيير,-1
 اي  حد  عايز  ينتخب  فرعون  يبقي  يدور  علي  اله  زمن  ترجع  ب +ه هو  ل+ وحد +ه ل+ عصر  ما  قبل  ال+ ميلاد,-1
 افلاس  ال+ تليفزيون  وصل  مدي +ه ال+ غلابه  من  عمال  و+ موظفين  و+ اعلاميين  يدفعون  ال+ ثمن  و+ ال+ ملايين  موجود +ه ل+ دريه  و+ شله +ها,-1
 اي  دين  او  مل +ه اي  رجوله  او  شهام +ه اي  مهن +ه او  مهمه  تسمح  ل+ رجال  ب+ ال+ مدافع  يهاجمون  نساء  في  منازل +هن ل+ ال+ قبض  علي +هن ثم  اتهام +هن ب+ حمل  سلاح  مصر  اتهانت,-1
 اح +نا اعلام  نكدي  و+ ال+ مسءول  ال+ اول  عن  حال +ه ال+ كابه  ال+ موجوده  علي  و+ شوش  ال+ مصريين,-1
 شاهد  اخر  كلام  تاشير +ه براني  نصابون  ب+ رخص +ه حكومي +ه,-1
 ال+ مصري  ال+ يوم  عندما +ما نشرت  ملخص  ال+ مءتمر  وضعت  ال+ جمله  في  غير  سياق +ها و+ كان  ليس  من  حق  شباب  ال+ ثوره  ال+ وصول  ل+ ال+ سلطه  و+ هذا  عكس  مبادء  حزب  ال+ وسط  تماما,-1
 ال+ وصف  ال+ حقيقي  ل+ ال+ ميدان  هو  جماع +ه ال+ اخوان  ال+ مسلمين  تحشد  انصار +ها ل+ ال+ ضغط  علي  ال+ لجنه  ال+ مشرفه  عل  ال+ انتخابات  ال+ رءاسيه  ل+ دع,-1
 عن  الذين  و+ رثوا  ال+ هرم  ال+ مقلوب  ل+ ال+ ظلم  ال+ اجتماعي  اعدلوا,-1
 ف+ ان  متشدقين  ب+ ال+ دفاع  عن  ال+ حريات  يرفضون  ال+ راي  ال+ اخر  و+ يقصون  ال+ مختلفين  مع +هم ب+ ديكتاتوري +ه,-1
 جمعه  ال+ امس  كشفت  ل+ ال+ انقلاب  و+ هم +هم في  قدره +هم علي  قمع  ال+ شعب  ب+ ال+ حلول  ال+ امنيه  من  قتل  و+ اعتقال  و+ تعذيب  و+ ضرب  و+ ايذاء  ال+ شعب  فاق  يا  افاق,-1
 مهما  حاولتم  اقناع  انفس +كم ان  ال+ شعب  اختار  دستور  ال+ اخوان  دون  تخويف  او  لعب  ب+ ال+ دين  او  انتهاكات  س+ تظل  ال+ حقيقه  ان  مرسي  كذب  علي  ال+ مصريين  ل+ يمرر  دستور +ه,-1
 شفيق  مين  ده  مش  هيجيب  اصوات  عيلت +ه و+ بعدين  فسس,-1
 قتلي  و+ اكثر  من  مصاب  في  محافظات  مختلف +ه هذه  مقدمات  ك+ ارثي +ه ل+ اقتتال  اهلي  حذرت  من +ه دوما  و+ ينبغي  رفض +ه و+ مواجهه +ه كل  ال+ دم  ال+ مصري  حرام,-1
 لن  تصل  مصر  مطلقا  الي  كاس  ال+ عالم  الا  عندما +ما تصل  ال+ ديمقراطيه  الي  مصر  بلد  تقتل  ناس +ها و+ تلاحق  جمهور +ها ال+ عاشق  ل+ ال+ كره,-1
 ثور +ه طبعا  و+ س+ يبك  من  كذب  ال+ اخوان  و+ ال+ فلول,-1
 لجن +ه ال+ خمسين  تجاوزت  ال+ لاءحه  ل+ تجعل  ال+ تصويت  بدلا  من  صوت  ب+ حج +ه الغاء  ال+ شوري  و+ طبعا  ال+ قادم  محاكمات  عسكري +ه و+ تحصين  و+ زي,-1
 بسام  الحمرا  بتاع  حزب  ال+ نور  بيراهن  ان  يوم  مش  هيحصل  حاج +ه و+ ان +ه عداوه  علي  ال+ اسلام  افضحوهم  حزب  ال+ نور,-1
 هزيم +ه ال+ اهلي  مثال  صارخ  ل+ نظام  يقوم  علي  واد  ال+ حريات  الا +لا يخجلون,-1
 حمي  ال+ اعتقال  فاقت  ال+ واقع  و+ ال+ خيال,-1
 حمل +ه شباب  ضد  ال+ نقطتين  ضد  النءطتين  ضد  النجطتين  ضد  النغطتين  ب+ جميع  ال+ السن  كي  يفهم  ال+ جميع  و+ سلامه +كم ب+ كفي  حصار  اضبطوا  شركاء  ال+ مخلوع,-1
 السيسي  قال  ل+ ال+ امريكان  ان  ال+ مصريين  كانوا  يساقون  عنوه  ل+ ال+ مساجد,-1
 هما  ف+ اكرين  ان  ال+ بلوك  زعلده  انا  كنت  ب+ احب  اخدم  ب+ سل +كن طالما  ل+ ازم +هم حرق  دم  ومالهيالله  هاروح  افطر  س+ يمون  فيميهسلام  يامعفنيين,-1
 سقوط  ال+ انقلاب  وشيك  لكن  انصار +ه سقطوا  فعلا  في  عيون  كل  ال+ احرار,-1
 ما  يحدث  من  ال+ شرطه  ال+ عسكريه  ضد  ال+ متظاهرين  ال+ سلميين  غير  مقبول  و+ لا  يمكن  ال+ سماح  ب +ه في  مصر  ال+ ثوره  اهانه  في  مصري  هي  اهانه  ل+ ال+ شعب  ال+ مصري  كل +ه,-1
 عقاب  ال+ مخرب  هو  ال+ قتل  عند  ال+ حقراء  عديمي  ال+ انسانيه  فقط  كفايه  هذا  ال+ منطق  ال+ دنيء  بتاع  ال+ حيوانات  عقاب  ال+ مخرب  ليس  جريمه  قتل,-1
 عندما +ما صعد  نيل  ارمسترونج  علي  سطح  ال+ قمر  قررنا  ان  يكون  اسهام +نا ال+ حضاري  اصدار  اشاعه  ان +ه سمع  ال+ اذان  هناك  واسلمالاشاعه  اوفر  بكتير  و+ هدف +ها ال+ خير,-1
 انقلاب  ل+ صوصي  دموي  هل  يمكن  ان  يحالف  ال+ توفيق  بلدا  يدير +ه انقلاب  و+ بكره  تشوفو  مصر,-1
 ال+ ناءب  ال+ عام  ال+ خصوصي  بتاع  مرسي  ل+ غي  قرار  ال+ افراج  عن  شباب  ال+ اسكندريه  ال+ معتقلين  ده  جي  يعيد  محاكمات  ال+ ثوار  باين,-1
 كيف  ل+ مرشد  تفوا +ه ل+ ال+ غنم  ب+ ماء  تعلو  علي  ال+ مرسي  هل  ال+ قاءد  يدلدل  ال+ قدم  دون  ان  يمتطي  ال+ كرسي  تبا  ل+ ال+ صمت  هلال  ال+ فشل  و+ دمت  ابي  يا  مصري,-1
 كيف  يحشد  ال+ رءيس  مرسي  ال+ جماهير  ل+ اسقاط  ال+ اعلان  ال+ دستوري  ف+ يهتفون  يسقط  حكم  ال+ عسكر  ثم  يشيد  ال+ رءيس  ال+ يوم  ب+ ال+ دور  ال+ راءع  ل+ ال+ مجلس  العسكريتناقض  مءسف,-1
 ال+ تعذيب  خط  احمر  لا  اتصور  ان  احدا  مهما  كان  عاقلا  او  نصف  عاقل  او  خاءف  علي  مصر  يمكن  ان  يوافق  علي  ال+ تعذيب  ولوجاء  من  ال+ جيش  و+ لو,-1
 ال+ كوت  تويت  من  غير  فولو  يعتبر  هتك  عرض  الكتروني  و+ شكرا  دستور  تويتر,-1
 مصر  دول +ه بس  مش  اوي  ال+ ماده  ال+ اولي,-1
 طيب  طالما  ال+ اكل  بقي  فاحش +ه يا  ريت  عمرو  اديب  يفسرلنا  ازاي  لميس  ال+ حديدي  كانت  في  حمل +ه جمال  مبارك  و  هو  واقف  برنامج +ه,-1
 تاجيل  ال+ دراسه  ب+ ال+ جامعات  خوف  و+ رعب  جديد  ل+ ال+ انقلاب  و+ لكن  س+ تهربون  الي  متي  و+ الي  اين  شعب +نا يلاحق +كم و+ ارض +نا تلفظ +كم,-1
 اهي  صهيوني +ه و+ تدعم  حماس  و+ تعمر  غزه  ب+ ذات  ال+ وقت  اتريد  تدمير  ال+ امه  ف+ تقف  ضد  ال+ انقلاب  علي  من  احتفلت  اسراءيل  ب+ عزل +ه اكل  ت,-1
 يقولون  و+ ال+ عهده  علي  ال+ راوي  ان  استير  بولونسكي  ل+ ما  سمعت  ب+ ترشيح  البلتاجي  ل+ رءاسه  ال+ مخابرات  نقلت  الي  ال+ مستشفي  ل+ اصابه +ها ب+ شرخ  في  ال+ حلق  من  فرط  الشخر,-1
 ساويرس  ظبطك  علي  ال+ اخر  و+ عمل +ك فورمات  ل+ مبادء +ك كل  عيش  يابو  دم  خفيف,-1
 ال+ عبوات  ال+ ناسفه  و+ ال+ سيارات  ال+ مفخخه  مسرحيات  هزلي +ه عفا  علي +ها ال+ زمن  و+ لم  تعد  تءثر  علي  ال+ راي  ال+ عام  نقول  للسيسي  كان  ال+ مالكي  اش,-1
 مدفن  ال+ قاهره  ل+ ال+ عداله  ماذا  يحدث  ال+ ان  في  مطار  ال+ قاهره  ال+ شرطه  تمنع  اواءل  ال+ حقوق  و+ ترحب  و+ تفسح  ل+ ال+ متاخرين  ال+ فاشلين,-1
 ضد  ال+ انقلاب  اعتداءات  و+ حشيه  علي  ال+ متظاهرين  ال+ متجهين  ل+ ال+ تحرير  مع  ال+ انقلاب  الله  يرحم  ال+ عصير  والجوايز  ل+ ال+ متظاهرين  في  ال+ تحرير,-1
 الاحمري  ال+ متجنس  في  قطر  يستمر  في  تحريض  ال+ فتنه  في  مصر  و+ يشبه  قوات +ها ال+ باسله  ب+ جيش  ال+ احتلال  ال+ فرنسي,-1
 ال+ جيش  بيكتب  ال+ اخبار  ل+ ال+ برامج  ال+ جيش  بيكتب  خطب +ه ال+ جمعه  ل+ ال+ مساجد  ال+ جيش  بيكتب  كلم +ه ال+ صباح  ل+ ال+ مدارس  فاضل  ال+ جيش  يكتب  وصف  الماتشات,-1
 موعد  قفز  سيسي  علي  ال+ رءاسه  يقترب  ال+ حق  احجز  ديل  عشان  تحضر  حفل  ال+ تنصيب  لكن +ه لن  ينال  غرض +ه لان  ال+ شعب  س+ يحرم +ه و+ يحاكم +ه,-1
 صناع +ه ال+ كذب  ال+ جزيره,-1
 ذهبت  ل+ اداء  ال+ صلاه  وعدت  ف+ وجدت  بعض  ال+ معلقين  قد  استعملوا  افحش  البذاءات  ضدي  في  رمضان  ل+ مجرد  ان +ي اختلف  مع +هم في  ال+ راي  ما  ابعد +كم عن  ال+ اسلام,-1
 ال+ مضحك  ان  ال+ صفحات  ال+ اسلاميه  جريت  ورا  كلام  ال+ استاذه  ان  مافيش  اصلا  كتاب  من  تاليف  اسماعيل  ال+ امين  اسم +ه ال+ عرب  لم  يغزوا  الاندلسشكلكو  وحش  ك+ ال+ عاده,-1
 صفع +ه ل+ ناشط +ه هي  صفعه  علي  وجوه +نا جميعا  اعتداءات  وحشي +ه امام  مقر  جماع +ه غير  شرعي +ه تخرج  علي  ال+ قانون  و+ تحكم  ل+ تفكيك  ال+ دوله  ال+ اخوان  في  مواجه +ه مصر,-1
 هل  المانيا  اشترطت  علي  مرسي  مايقعدش  عند +ها اكتر  من  يوم  عشان  طاق +ه شبك +ه مقاوم +ه ال+ كوارث  ماتستحملش  اكتر  من  كد +ه,-1
 اعتصموا  في  رابع +ه ال+ جيش  و+ ال+ شرطه  حرقوا +ها قالوا  حنعتصم  ال+ جمعه  اغسطس  في  سفينكس  ال+ عصابه  سبقت +هم لسفينكس  و+ ال+ جيش  و+ ال+ شرطه  حرقوا +ها,-1
 نحن  ام +ه اذا  وضعت  ل+ مستخدمي  ال+ انترنت  في +ها كلم +ه فضيحه  في  عنوان  اي  فيديو  في  يوتيوب  ارتفعت  نسب +ه مشاهده +ه اكثر  من  ال+ ضعف  حقيق +ه مثبت +ه رقميا,-1
 ال+ برادعي  شريك  ال+ انقلاب  يهاجم  ال+ جيش  و+ ال+ شرطه  و+ ال+ حكومه  و+ ال+ اعلام  و+ يصف +ها ب+ ال+ فاشيه  ضد  قيم +ه ال+ حياه  ال+ انسانيه  و+ ال+ توافق  ال+ وطني  لن  يفلت  ايضا  من  ال+ عقاب,-1
 ب+ ال+ فيديو  ال+ جوهري  مصنع  اسمنت  تيتان  اعتداء  علي  حق  مواطني  وادي  ال+ قمر  في  ال+ حياه  كفايه  اوقفوا  ال+ فحم,-1
 من  ال+ مءسف  ان  فيلم  ب+ هذه  ال+ رداءه  يحظي  ب+ كل  هذا  ال+ اهتمام,-1
 في  تضليل  اعلامي  ممنهج  ال+ متحدث  ال+ عسكري  يسمي  ما  يقوم  ب +ه ال+ جيش  من  تفجير  و+ حرق  و+ مصادر +ه ل+ املاك  اهالي  سيناء  اعمال  قتالي +ه,-1
 خليكوا  ف+ اكرين  ان  ابريل  دول  كانوا  بيقولوا  مرسي  عايز  ياخون  ال+ قضاء  ل+ ما  حب  يطهر +ه,-1
 يا  حكومه  ال+ بطيء  ارجو +كم سرعوا  المارش  شويه  يوسف  ال+ حسيني,-1
 عايز  تنافق  اي  سلطه  و+ تلحس  جزم +ها ده  اختيار +ك لكن  لي +ه زعلان  اوي  ان  غير +ك بيقول  راي  مختلفمش  كل  ال+ ناس  عند +ها ميول  ل+ ال+ تاييد  او  ال+ نفاق  زيكخلقه  رب +نا,-1
 ال+ حديث  عن  انتخابات  ديمقراطيه  و+ تكافء  ال+ فرص  في  غياب  حري +ه تكوين  ال+ احزاب  ب+ مجرد  الاخطارخلال  ال+ فتره  ال+ انتقاليه  هو  لغو  و+ استمرار  ل+ ال+ فكر  السلطوي,-1
 ال+ لي  حصل  مع  محمود  شعبان  في  ال+ تحرير  افترا  علي +ه ان +ه ضعيف  هي  دي  اخلاق  ال+ ثوره  مش  اخ,-1
 انقلاب  ضد  ال+ اسلام  اغلقوا  ال+ قنوات  ال+ اسلاميه  و+ فتحوا  ال+ قنوات  ال+ اباحيه  و+ يجدون  من  يصفق  ل +هم و+ يهتف  لسيسي,-1
 كيف  ترجو  ال+ نهضه  و+ ال+ تقدم  من  شخص  يعتقد  ان  ال+ منحله  اخلاقيا  تضع  ال+ لولب  في  جيب +ها,-1
 ثمانون  عاما  و+ يزيد  و+ انتم  بين  ممنوع +ه و+ محظور +ه و+ مطارد +ه و+ ارهابيه  و+ صاحب  ال+ قرار  داءما  طاغي +ه اذن  انتم  اهل  ال+ حق  امام  كل  سلطان  جاءر  انصاف  ال+ اخوان,-1
 ال+ انقلاب  يدمر  ثور +ه يناير  بداوا  ب+ ال+ اخوان  و+ تحولوا  ل+ ال+ كتل  ال+ ثوريه  من  ال+ شباب  و+ ال+ يوم  يذبحون  الالتراس,-1
 زي  ماكتبت  ل+ ما  شعر  ال+ سلفيين  ب+ غدر  ال+ اخوان  و+ ان +هم بيستخدموهم  و+ سيل +ه ضغط  ليس  الا  و+ طلع  نادر  ب+ كار  ينتقد +هم بداوا  يشتموا +ه و+ يقولوا  علي +ه طامع  في  ال+ سلطه,-1
 نيجي  بقي  ل+ استخدام  دور  العبادهغلط  اكبر  غلط  بس  ل+ ما  يبقي  في  اصرار  ل+ طرف  علي  استخدام +ها بل  و  ال+ فتوي  ب+ وجوب +ها حتلاقي  رد  ال+ فعل  ال+ معاكس,-1
 احداث  ال+ عمرانيه  و+ صم +ه علي  جبين  كل  مصري  ال+ دين  ل+ الله  و  ال+ وطن  ل+ ال+ جميع,-1
 في  هجاء  الغتاته,-1
 ايها  ال+ اخوان  لستم  ضحايا  اننم  خنتم  ال+ ثوره  وتواطءتم  مع  ال+ نظام  ال+ قديم  و+ عذبتم  ال+ ثوار  و+ قتلتم +هم حتي  ثار  ال+ شعب  ضد +كم الي  متي  تخدعون  انفس +كم,-1
 ادعو  ال+ مجتمع  السكندري  ل+ اعاده  اكشاك  ال+ نبي  دانيال  و+ حمايه  باءعي +ه و+ عدم  ال+ تفريط  في  تراث  اسكندريه  من  اجل  محافظ  مصاب  ب+ ال+ حول  ال+ فكري  و+ خلل  ال+ اولويات,-1
 حبس  ال+ صحفي  اسلام  عفيف +ي ب+ تهم +ه اهانه  ال+ رءيس  امر  مشين  و+ مرفوض  و+ هو  اسوا  ما  يمكن  ان  يبدا  ب +ه ال+ رءيس  مرسي  ولايه +ه اين  و+ عود  ال+ رءيس  عن  حري +ه ال+ صحافه,-1
 عايز  تعرف  دي  ثور +ه و+ لا  انقلاب  شوفت  قيادات  ال+ وطني  لحظ +ه ال+ قبض  علي +هم و+ هما  بيغطوهم  ب+ ملايات  طب  شوفت  قيادات  ال+ اخوان  و+ هما  بيب,-1
 قال  رسول  الله  صلي  الله  علي +ه و+ سلم  س+ ياتي  علي  ال+ ناس  زمان  ال+ قابض  في +ه علي  دين +ه ك+ ال+ قابض  علي  ال+ جمر  ب+ كفي  حصار  اضبطوا  شركاء  ال+ مخلوع  ال+ يمن  مصر,-1
 اغلب  مذيعي  قنوات  ال+ عار  تحولوا  الي  اجهزه  تسجيل  ل+ اذاعه  ال+ اخبار  و+ ال+ اراء  و+ ال+ تعليمات  التي  يتلقوا +ها من  ال+ انقلاب  موديلات,-1
 ال+ ليله  عبد  ال+ رحيم  علي  يذيع  تسريبات  جديد +ه ل  ال+ برادعي  علي  ال+ قاهره  و+ ال+ ناس  ال+ عاشره  مساء  ال+ برادعي  خاين  ب+ اسم  حرامي  نشطا,-1
 ال+ اشتباكات  ال+ لي  حصلت  يتحمل +ها ال+ جميع  لكن  ال+ خطا  ال+ سياسي  كان  ال+ قرار  ب+ ال+ دعوه  ل+ مظاهر +ه مءيد +ه ل+ ال+ رءيس  في  نفس  مكان  و+ زمان  مظاهر +ه معارض +ه,-1
 ال+ مجلس  ال+ عسكري  يعيد  انتاج  مصطلحات  صفوت  ال+ شريف  و+ انس  الفقي  من  جديد  و+ كان  ال+ مطلوب  تكميم  ال+ افواه,-1
 ب+ حسب  ال+ جزيره  ميدان  ال+ تحرير  يتسع  ل  الف  مصري  او  مليون  اسلامي,-1
 فالنسيا  خيب  ظن +نا ل+ ال+ ان  كان  ال+ دوري  ل +نا لكن  ضيعنا +ه قدام  اشبيليه  والكلاسيكو  قبل +ه قهر,-1
 و+ مجتمع  نريد  استقرار +ه و+ بناء +ه ديمقراطيا  يعاني  و+ مجلس  عسكري  تاكلت  شرعيه +ه و+ يصر  علي  @@اخطاءه@@ +ه التي  باتت  تهدد  تماسك  ال+ دوله  و+ تعيد +نا ل+ ال+ وراء,-1
 تمرير  دستور  ك+ ارثي  تحت  ال+ تهديد  ب+ حرب  اهليه  كان +نا بنمضي  عقد  او  شهاده  زور  تحت  تهديد  ال+ سلاح  شغل  يليق  ب+ ال+ عصابات,-1
