text,polarity
«б«дёб«»нжд ё——ж« «бЏгб ж«б«ё«ге Ём гЌнЎ «бгЎ«— Џ‘«д «бм нбЌё не—» нЏгбе« Ёж— ”ёжЎ «б«дёб«» џж—ж« Ём ѕ«ене,-1
«нгд нжд” нƒяѕ «б“г«бя б« н‘«—я Ём ѕж—е Ём ёЎ— бгжёЁе« гд г’— Ќяжг я н« я«»‘д »  Ё«ж÷ гЏ ёЎ— Џ‘«д  ‘Ќ  џ«“,-1
Џ«— Џ«— Џ«— Џ«— Џ«— Џ«— г«дЌд Ёне Џ«— «бѕг«Ѕ «де«— ж«б‘еѕ«Ѕ »«бЏ‘—«  «б—’«’ Ём «б—«” ж«б—ё»е ж«б’ѕ—,-1
»бЎће «б«ќж«д ж«б«Џ ѕ«Ѕ Џбм «б«Џб«гннд »гЌнЎ «я«ѕнгне «б‘—Ўе «б”«ѕе «бгЌ —гжд,-1
жгд н—ѕѕе« ег гд б« д—нѕег Ён г’— б« Ён «б”н«”е жб« Ён «б»—бг«д «бё«ѕг жяЁ«ег «б÷—— «б–н «ЌѕЋже бЋё«Ё д« жжЏнд« «б”н«”н »бџ ег ж«”«бн»ег,-1
«д« г‘ Ё«ег ж«Ќѕ Џдѕе «я — гд Џ‘—нд «бЁ г «»Џ бгћ—ѕ «де Ќ«ЎЎ ’ж— н ж гЌж— Ён «”гн —н»ж—  ж ”»«г гд Ё÷бяг,-1
Ё÷нЌе  «дне «д« б”е г«”я Ё г” ‘Ён —«” ”ѕ— жЏ—Ё  «д  г «ќ– гд «бѕжбе Ќѕжѕ гбнжд ћдне бг н г ’—Ё где«,-1
«—ѕжћ«д г” г— Ён деће жнЌ«жб «д нбжЋ «бгѕ «бЋж—н «бг’—н нж”Ё «бЌ”ндн «б”«ѕе «б,-1
едбЁ жд—ћЏ бдЁ” «бдёЎебг«  ёжб «д яб «ббн ё«бж« б« Ћж—е г÷«ѕе н»ём г« ябгдн‘ Џд «б Ёян— «бЏбгн ж«бгдЎён»” яѕе,-1
гд нжёЁ ё«джд «бЏ“б жгд нћгѕ »б«џ«  «бЁ”«ѕ ÷ѕ ‘Ёнё жгд неѕ— ЎЏжд «б “жн— еб ”нћ—м «д ќ«»«  «Џ«ѕе д“нее «г«  Ў»нё «бё«джд «ж гё«ЎЏе ‘«гбе,-1
бг« «д  Џ«—Ё гћгжЏе «б‘нжЏннд »«б«”г «»ём ёѕг Ёнег »б«џ жб« д‘— «бяб«г Џбм Џж«едеяб«гя ж«÷Ќ н«—ћб «бЌж«—,-1
» ж»Џѕ Џ“б «ћ»«—н бб—∆н” «бгѕдн «бгд ќ» яд  « гдм «д б« нЌѕЋ »«Ќ —«г «б«ќж«д ббћже— «бЌёнён ббѕнгё—«Ўне г гЋб« Ён Ўб» «б‘Џ» «б џнн—,-1
Ён «г—ня« ѕбжё н «бгЌЎ«  «бджжне ‘џ«бе ж»—«гћ «бЁ÷«Ѕ ‘џ«бе ж«б«»Ќ«Ћ «бЏбгне ж«б«” ѕнже«  ж«бг’«дЏ ж«б«Ќ“«» жЌ—я«  «б—Ё÷«д  »ём ‘џ«б Ён «не,-1
«Ў«б» »Џ“б ‘Ёнё жгЌ«яг е Ћг Џгб «д ќ«»«  дўнЁе «ж «б Ќёнё Ён «б “жн— ж«” »Џ«ѕ «б«’ж«  «б»«Ўбе ж«б«Џ«ѕе »нд «бЋ«дн ж«бЋ«бЋ «ж гё«ЎЏе «бге“бе,-1
бне «б»д  «ббм  Ќ» Ём гћ гЏд¬ »нЏ«гбже« «де« Џгб  ћ—нге ж» »ё« »д  г‘ гЌ —ге Ќжя«,-1
гд »ж«»е «б«е—«г «б«”бж» «бЌён— бб’е«нде «” ќѕг гд ё»б гЏ «ќ—нд,-1
же–« г«ёб е «бнжг гЏ гЌгжѕ ”Џѕ бгд «—«ѕ «д нѕ—я Ќёнёе «я–ж»е «б«” ё—«— «б–н н—жћжд бе ’»Ќж« Џбм ќн—,-1
«б»—жѕ «”бж» Ќн«е,-1
«б«ќж«д ћг«Џе «—е«»не жег гд ё бж« «»дн,-1
Ќнд н’»Ќ г’ЎЁм »я—н ‘»е г ЌѕЋ »«”г «бгћб” «бЏ”я—н «Џбг «д ед«я «бяЋн— нћ» Џгбе Ќ м  дћЌ Ћж— д«,-1
«д «ббжд «б—г«ѕн бн” бе гЌб гд «б«Џ—«» н« «»н÷ н« «”жѕ Џбг дн «бЋж—е,-1
«Ћ«—  ќ—н» ядн”е г«—ћ—ћ” жЌ—ё »нж  «б«ё»«Ў »ё—не ѕбћ« »Џѕ «Џ ѕ«Ѕ «б«ќж«д «б”«ѕе «бгЌ —гжд,-1
б« ‘нЅ н»—— «Ќ«бе «бгѕдннд ббё÷«Ѕ «бЏ”я—н Ќ м «б»бЎћне «бё÷«Ѕ «бгѕдн яЁнб »ег,-1
«еѕг дЁ”я Џ‘«д  »дн г” ё»бя «б Џбнг Ён г’—,-1
б« н” ЎнЏ «б—∆н” г—”н «д н д’б гд г”∆жбн е Џд «бџ«Ѕ Џ—÷ г”—Ќн Џбм г”—Ќ «бѕжбе еб ё—«— «б«гд «ёжм гд «б—∆н”«нд жЏжѕ «б—∆н” Џд Ќ—не «б«»ѕ«Џ,-1
«г« »«бд”»е бб‘«гќ Ёѕе нѕбЏ ждёжбе н« «»ж ‘«гќе,-1
«бЏгбне д”— бг  Ё‘б «бд”— е—» гЏ Ў«∆— «бде÷е Џ‘«д н ћж“ж« Џ—Ён ж —«ћЏнд,-1
«б«”ж«дн бг«–«  ’— «бжб«н«  «бг Ќѕе Џбм «” г—«—е« Ён ѕЏг г—”н ббде«не —џг ё бе ббг’—ннд жёгЏе бб ў«е—« ,-1
«б дўнг «бѕжбн бб«ќж«д  Џбг Џбм нѕ —«г”Ёнбѕ нёжг »Ќ—»нд Ён жЁ  ж«Ќѕ «ж яб«г ж яб«г нж”Ё «бЌ”ндн,-1
ё«бя «б«ќж«д »н“«нѕж« Џбн » жЏ «б« Ќ«ѕне Ў» ж ћгбе г‘ едд“б д ў«е— гЏ «б«ќж«д ѕн «не —“ »б»д,-1
ббг—е «б«жбм Ём Џ«г« н« м нжг «я ж»— ж«бћн‘ бн” Ќ»н» «б‘Џ» «б«џб»не »нд я«—е жџ«÷» жќ«∆Ё жгдѕе‘ «ж бѕне Ћ«—,-1
ѕ «»ж «бЁ жЌ —ё«»е «бѕжбе Џбм «б«Ёя«— нЌжб «бд«” «бм гƒгднд гд«Ёёнд же–« г« б«д—нѕе жб« дё»бе,-1
»”ге «гб ё’е ”ё—«Ў гЏ «бдгнге Ён е–е «б«н«г жбб«”Ё яЋ—  «б‘«∆Џ«  ж«бдгнге ж«’»Ќ «бяЋн— «б« гд —Ќг —»н гд,-1
«” гЏ  ббЏг«б б« Ќё Ён «д‘«Ѕ дё«»«  г” ёбе гбнжд »Џёжѕ гƒё е «” »Џ«ѕ «бЁ г—‘Ќ гд «б« ќ«»«  «бдё«»не Џѕг жћжѕ Ќѕ «д”«дн бб«ћж—,-1
еж «Ќд« Ќ« дЏгб ћб”«  гћб” ‘Џ» бне г« «б«ќж«д «ег »нќб’ж« яб Ќ«ће гд гя« »ег жб« Ќжће бб“Ќге ж«бг’«—нЁ,-1
Ў»Џ« «б—∆н” «б–н  Ўбё ћг«Џ е »бЎћне бнЏ ѕж« жн”Ќбж« жн÷—»ж« »д«  »бѕе еж —∆н” Ё«ёѕ бб‘—Џне  г«г«,-1
џбЎ ‘жЁ «б«Џб«г » «Џег »нг”яж« Ён «н Ќ«ће Ќ м бж  «Ёее,-1
«’Ќ«» «бгЌб«  Ём ‘—г «Ќ Ёбж« »«б«дёб«» ж«–«Џж«  ”бг «б«н«ѕм «бнжг  ў«е—ж« ÷ѕ «б«дёб«» »я—е  ‘жЁж г’—,-1
бг нЌѕЋ е–« я–» ж «Ё —«Ѕ,-1
‘ќ’ неѕѕ »«” г—«— «б«—е«» жЏгбн«  «бё б Ён ”нд«Ѕ Ќ н Џжѕе г—”н «Џ ёѕ «де гѕ«д »«бё«джд ж«б”ћд Ён «д ў«—е,-1
«е«бм Џ“»е «бдќб нЁ÷Ќжд «б”н”м Ќгб е ё«б  бд« «Џгбж«  жянб«  бб”н”м жед,-1
 ѕЏжд ббѕнд ж д‘—жд «б«я«–н» бг «яд «»ѕ« Џ÷ж« »«бжЎдн «д г   «ћ—жд »«бѕнд,-1
г—”н гжЌѕ «бЁ д,-1
«ќ— г« я »е ‘енѕ «бнжг »«–д «ббе Џ»ѕ «б—Ќгд «Ќгѕ е–е ем джЏне «б‘»«» «б–нд нё бег «б”н”н Ќ”»д« «ббе ж дЏг «бжянб,-1
днжнж—я  «нг“ «б«дёб«» ѕ—«яжб« н»Ў‘ »«б’Ќ«Ёе,-1
«” г—«—  Ўж— ж ћѕнѕ яж«ѕ— «б дўнг «бг”бЌ бћг«Џе «б«ќж«д «б«—е«»не «б”«ѕе «бгЌ —гжд,-1
жг«Ќѕ‘ ен÷нЏ «б»бѕ џн— «бћ»«д ж«бж«Ўн ж«бЌён— Џѕнг «б–ге «ббн Џг—е г« »нё»б Џбм дЁ”е г« нё»бе Џбм џн—е гд я — г« еж ќ«∆Ё жћ»«д,-1
гЁн‘ Ќ«ће «”ге« ѕжбе жЎдне Ён Ќ«ће «”ге« «бћг«Џе «б дўнг Ў“ Ён г’— «б”«ѕе «бгЌ —гжд,-1
«б«Џ ё«б«  я«б«гЎ«— »б« г»——«  бяд «б«дёб«» н—Ё÷ Ќ÷ж— «бгЌ«гнд б Ќёнё«  «бдн«»е,-1
Џ»ѕ «бгдЏг «»ж «бЁ жЌ «Џѕ«Ѕ «бг’—нжд Ём «бќ«—ћ ж«бѕ«ќб нѕ»—жд гƒ«г—«  б«ће«÷ Ћж—е нд«н—,-1
«бћ“«— «бЁ«‘б нЌ÷— «б«д ”янде бян н–»Ќ »Џ÷ я»«‘ «бЁѕ«Ѕ ё»б «д ня ‘Ё «д «бг‘ябе «Џгё гд Ё‘б «б«‘ќ«’ Ёен г‘ябе Ё‘б ”н«”« ,-1
д  Ёжѕ«Ёжд »нЏбг «б’»—,-1
Џ’«г ”бЎ«д Ё÷б Џ‘— ”дж«  Џ«гб дЁ”е гд‘ё ж÷ѕ «б«ќж«д ж»Џѕннд »Џѕ «бЋж—е « ÷Ќ «дег гдег жб« «д‘ё жб« нЌ“джд,-1
яд   «ћб ж нћн гдя »ћгнбе ж Џгб Ёне« ёЏ— гћб” жя»н— «бЏ«∆бе »” е ёжб «не «бџ»«Ѕ «б”н«”н ’дЏе,-1
«д  »«нд Џбня бћде «гд ѕжбе гЁ÷жЌнд ћѕ«,-1
гѕн— ћ«гЏе «б«г«г н” дя— «бЋд«Ѕ Џбм «—ѕжџ«д жнЏ »—  —ян« ѕжбе Ё«”ѕе Ё«”ёе Ё«ћ—е  д‘— «б—–нбе Џ”н— «б”Џжѕне,-1
«бћ»д«Ѕ ня–»жд Џбд« «Ќѕег нёжб «д «бЏ”я— бг нЌягж« г’— «ќ— Џ«г« жнЎ«б» »ќ÷жЏ г’— ббћн‘ ж«” ‘«— е Ём «м Ќ«ће  ќ’е,-1
«б«дёб«» нџбё г”ћѕ «бд’— » —ЁЌ жгд «ўбг ггд гдЏ г”«ћѕ «ббе «д н–я— Ёне« «”ге ж”Џн Ём ќ—«»е« «д ў—ж« Џё«» «ббе,-1
г»«ѕ—е ѕ” ж—ег »«Ўб б Џ—нЁ «б‘«—Џ »«бг”«ж∆ «б«ё ’«ѕне ж «б«ћ г«Џне ббѕ” ж— »»”«Ўе —н жн  »ё« г—«  ё»б «б«,-1
Џдѕг« н”я  «б«ќж«д Џбм »–«Ѕ«  «б‘нжќ «бгƒнѕнд бег ж Ў«жбег Џбм «б«Џ—«÷ Ёжё «бгд«»— Ёб«  Ё—Ќж« яЋн—« б«дяг ” я жжд »д«— «б»–«Ѕе ж«б”Ё«бе,-1
я–»е Ќён—е «б«е—«г «бЏ—»н г—”н Ў»Џ гбн«— ћдне ж«б»дя «бг—я“м н«”Ё жн” дя— жн—Ё÷ «б Џён»,-1
Ё«б«д ё«’ гд ’б«Ќн«  «б»—бг«д «бгд ќ» ж«ЏЎ«Ѕ ’б«Ќн«   ‘—нЏне бгћб” «” ‘«—н гЏнд ег« «г—«д нд»џн Џбм яб гƒгд »«бѕнгё—«Ўне «д н—Ё÷ег«,-1
ё«джд гдЏ «б ў«е—ж«б«Џ ’«г «бг“гЏ «’ѕ«—е нЌ”г «?г—«г«г яб г —ѕѕ »«дд« дж«ће ”бЎе ёгЏне бн” бе« г‘—жЏне  ” енд »Ќ—н«  жя—«ге жЌёжё «бг’—ннд,-1
«н«гд« е–е ем «н«г «ќ б«б гЁ“Џ бгЏ«нн— «бЌяг Џбм «б«гж— Ём «бгћ«б «бЏ«г Ём г’— жЁм »б«ѕ «бЏ—»,-1
‘«еѕ «ќ— яб«г г”Ќ  «бяб«г Ў» г”Ќ  «бѕг ћ»  Ќё «ббн г« ,-1
Џ«н“е «Џгб гћ гЏ —»Џ«жм »Џнѕ Џд «бЁбжб ж «ббм Џ«н“ег Ёбжб ‘Џ» »б« «ќб«ё ” Ќ«”»жжд,-1
«Ћд«д жЋб«Ћнд ”»»« бб ’жн  » б« Џбм г‘—жЏ «бѕ” ж—,-1
«б—« » г«няЁн «бЌ«ће «б« Ќ«ѕ «беб«б «бд’— «б«ебн г—”н,-1
ябг« «ё —» гжЏѕ »ѕЅ «бЌгб«  «б«д ќ«»не ябг«  џн—  бџе «бЌж«— ж«бќЎ«» »нд «б«Ќ“«» ж«б”н«”ннд ж«’»Ќ  «яЋ— ЏдЁ« бЁўн«,-1
Џд «н г‘—ж» џ«“н яж? Ќ«Ёў г‘ Ё«ег,-1
«б»«‘« «»ж г‘ ж«ќѕ »«бе «де —гм яб «ж—«ёе »неѕѕд« «де ен÷—» »я—е –ќн—е Ќне Џбм «”«” «д ё»б яѕе я«дж« »н÷—»жд« »ё,-1
г—”н ”гЏ  еѕнѕ «б»б«я »бжя »«ё Ќ«г «бё’— гд ед« жё«г гЏбн ”ж— «бё’— »«бЎж» «б«Ќг— Ёнд Ё Ќе «б’ѕ— н« ”ћнд «бё’—,-1
ж«бг’ЌЁ г— ÷н гд’ж— »н бяя бгнѕж “г«бя,-1
г«“бд« дЏн‘ Џеѕ «бб«ЁЏб,-1
 ћ«еб «б«Џб«г «бЌён— б÷Ќ«н« гЏѕне ёд« «б–нд џ—ёж« Ём «бднб ня‘Ё «ден«— «бЌё бж «н«г г—”н я«д  «бжбжбе ж«бѕгжЏ бб—я» г‘ яѕе н« гдм,-1
Џ ”»нб «бдяѕ »«”г г‘ ћ«м «бде«—ѕе,-1
«Џ ё«б «бд«‘Ў «бн”«—н енЋг гЌгѕнд ня‘Ё »ж÷жЌ «д «бЏ”я— н” еѕЁ «бгѕ «бЋж—н «н я«д бжде «ж ‘ябе «ж «д г«Ѕе ж«д,-1
г«Џдѕн‘ Ёб — »нд гќм жб”«дм ѕм г’н»е «бб »Ёя— Ёне »ёжбе Џ«ѕе “Ё  «Џ —«Ё,-1
яЁ«не ”н«”е »ён,-1
дёЎе «ќн—е ё«джд «б ў«е— «б–н нЌ «ћ «бн «Џ«ѕе «бдў— Ён Џёж»« е яг« нёжб «б»»б«жн «’ѕ—е еж Ён Џеѕе ж»дЁ”е «—«∆н г янЁ ж’б «бЏ»Ћ »Џёжбд«,-1
ѕ «»ж «бЁ жЌ г‘яб яг  Ќ «ћ бё—«— «ѕ«—м ж«бЌяжге «бЌ«бне ÷ЏнЁе бѕ—ће «де« б«  ” ЎнЏ « ќ«– ё—«— жб« »ѕ гд ”—Џе,-1
«Џб«г «бЏ«— ”«дѕ гд ќ» г’— Ём џ«д« бнд”» «бЁж“ б”н”н Ёќ”—д« »«б” е ж ћ«еб «б«ебм я—е« Ём «»ж  —няе ЁЁ“д« »я«”,-1
«бгў«е—«  «г«г ”Ё«—е «б«г«—«  Џ«е—е «бќбнћ Ён ћгЏе «бЌ”г —«ћЏнд «б«дёб«» «бЏ”я—н,-1
янЁ нгяд г”Ќ «б‘—«∆Ў «б м ”ћб  ћ—«∆г «бЏ«ѕбн бг«–« я«д «бЏ«ѕбн н÷Ќя »”Џ«ѕе «Ћд«Ѕ гЌ«яг е « гдм «б«  яжд «ћ«»е «б”ƒ«бнд ж«Ќѕе,-1
 ћ«— «бѕнд ня–»жд жнЏ ѕжд жн ж«Ў∆жд жн“ж—жд «б«” Ё «Ѕ Ћг нёнгжд «б’б«е «дЁ’«б я«гб »нд «бЏёнѕе ж«б”бжя н” ѕЏн «б «гб жнЌ «ћ «бм Џб«ћ дЁ”н,-1
ж«÷Ќ «д »«бд”»е бег бЌжг «бЏбг«Ѕ г”гжге «б« бж я«д  бЌжг «бгЁ н ж ‘нќ «б«“е—,-1
Џб«Ѕ «б«”ж«дн бёѕ Ќ«Ёў «б—∆н” г—”н Џбм «Џб«г г»«—я «бЁ«”ѕ ж—«Ќ н” џбе бг’бЌ е «бгё«б я«гб,-1
н« џдже г» ягб‘ н« ѕгЏ н« гЌ»ж” бне яб г« «Ќбг Ќбг »ём н ёб»бм я«»ж” гЌгѕ гЌ”д,-1
ёб» «бжЎд гћ—жЌ б« нЌ гб ѕнд «г Џ”я— гдн—,-1
«бг’—н »нёжб Ќ“«г д«”Ё ж «б‘—жё »нёжб ”н«—е г” Ёќќе ж «б«е—«г »нёжб ‘дЎе гѕ«—” ёжг «жёЁ жд « » ябгдн,-1
«бгЁ”ѕ Џ«ѕб Ёёне Џ«ѕб Ёёне ж“н— бб’Ќе,-1
’«г  Џбм «б«дёб«» гЋб —ћб ‘«еѕ ќн«де “жћ е Ё‘—» Џ’н— бнгжд ”∆б г«–« ЁЏб  ё«б Џгбж бнгжд бдЁ”ег,-1
б« «Џ —Ё »”Ён— нѕнд гж«Ўде ё»б «д нћ—м  Ќёнё гЌ«нѕ жЏ«ѕб б«  Џ—Ёе «б”Џжѕне е–« ”Ён— г»«—я жбн” ”Ён— г’— «»ѕ«,-1
ё б ’ЌЁннд «»—н«Ѕ «Џ ё«б ж”ћд ’ЌЁннд ўбг«  —ен» ’ЌЁннд жгдЏег гд Џгбег Ќ—не «б’Ќ«Ёе  —ё’ Џбм ж«Ќѕе жд’,-1
н« «не« «бгџн»жд,-1
Ён д«” ж«ёЁе »‘жг Џдѕ «б‘ж«—Џ «бгƒѕне бб Ќ—н— » жёЁ «бд«” »‘яб Џ‘ж«∆н жёЁж« «бЏ—»не «б ёѕ«гн ж« ћге—ж« Џбне« »ѕжд ѕ«Џ,-1
Ќгѕнд Ё—’ е ÷ЏнЁе «»ж «бЁ жЌ «ёжм ж »Џѕнд Ё””,-1
яб«г «г «б‘енѕ гЌгѕ г’ЎЁм »нћн» гд «б«ќ— г—”н я–» Ён жЏжѕе,-1
нЏдн ж«Ќѕ г« »нЏ—Ё‘ нё—« «бн” гд «бе—«Ѕ ж«бЏ»Ћ «д  «ќ– —«не Ён я «» ѕжд «ѕдм гћежѕ б‘—Ќе бе ќ«’е бж ен«Ћ— Џбм Ќн« е жЌн« н «д« яг«д,-1
‘Ё  яб ‘н »«бЌн«е »” «жб г—е «‘жЁ ‘» Ќ«гб Ў»бе »«б—«»не »Ў»б Џ‘«д «б Џ‘д« ж‘Ёд«,-1
«”«бж« «б»—«ѕЏн Џг« ЁЏбе Ён «бЏ—«ё «б»—«ѕЏм ЎбЏ ћ«”ж” »«”г ЎбЏ Ќ—«гн,-1
ё—«—«  г—”н «д ё«гне,-1
бд «гб гд  я—«—е« «н«г я«д —∆н”яг г—”н нЌ”д «Ќ”д  «д« жџн—н «бнебяде гд– «д »ѕ« «бя–» ж«ќб«Ё «бжЏжѕ ж ”»» Ён «”«бе «бѕг«Ѕ б« н” Ќё «б«Ќ”«д,-1
» ”гЏ ’ж  гж ж— » Ёя—ж ебяж» — » ”гЏ ’ж  гжбѕе яе—»« » Ёя— ебяжн — н«—»н ѕќнбя ‘ж е«бЌ«бе ”ж—н«,-1
«‘Џ— »«б‘Ёёе Џбм гд н’Ё Ё»—я«  «б”н”н нжг нжднж »Ћж—е Ќ‘ѕ г— » бгѕе ”  ”«Џ«  б »—н— Џгбне «бќн«де ж«бџѕ— ж«б«дёб«» Џбм «ж,-1
ж«ёжбя «не Ў—нё «бя—е «ќ— е «не жен ёбж»д« г«   бне бЁнд ед—жЌ г« »нд« ‘нЎ«д «гбд« н«жЎд ќб’«д гЌѕ‘ Ёнд« г‘ ќ”—«д ж? гћ,-1
«б«дёб«» нћгЏ Џѕѕ« гд «бЁ«”ѕнд бнёѕгег б«‘ жд Џбм «дег «бгЁ«ж÷жд гд ћг«Џе «б«ќж«д Ё÷«∆Ќег бг жбд  д ем,-1
«д’«— «б‘—Џне нѕнджд е–е «б Ёћн—«  г’— «ббнбе,-1
ёгЏ «бЋж—е Ён «б»Ќ—нд »Ў—нёе егћне ћ—нге  г «б џ«÷м Џде« б«”»«» Ў«∆Ёне «б«д”«д нћ» «д н г Џ »Ќёжёе гег« няд ѕнде «ж г–е»е,-1
«б«”ж«дн бг«–«  ’— «бжб«н«  «бг Ќѕе Џбм «” г—«—е« Ён ѕЏг г—”н ббде«не —џг ё бе ббг’—ннд жёгЏе бб ў«е—« ,-1
н—Ё÷ д”» ећжг ”нд«Ѕ ÷ѕ ќбне «—е«»не «бм «”—«∆нб,-1
еѕ ѕ«н—е ж »дбЁ Ёне« «бѕ«ќбне г‘ Џ«н“е »ён Ён «жб —«” Ё«ќ —Џ  г–»ќе »ж—”Џнѕ Ё«бд«”  гж  Ё«бћгеж— н гдЏ гд «бг« ‘«  «бяж—е ббћг«ен—,-1
г« «Ќё— «бё« б Ќнд н»—— ћ—нг е гћ“—е —«»Џе гћ“—е ”ћд «»ж“Џ»б —«»Џе,-1
«ббнбе г”«Ѕ д” г—Ён я‘Ё «џ—«÷ «бћ“н—е жЌгб е« «бѕ«Џге б дўнг «б«ќж«д «б«—е«»н г” ќѕгнд  ё«—н—»Џѕ”е «бћ“н—е дЁ”е« г’— «б«г«—«  б»д«д ёЎ—,-1
«б’ж—е   ЌѕЋ Џд дЁ”е« г’— «бѕ«ќбне »бЎћне Ќ—не гЌгѕ гЌгжѕ ћ—«Ён н,-1
б« «Џ—Ё бг нЏ—÷жд «бг»«бџ Џбм «бЎЁб Ён’б «бџ«гѕн б«џ—«Ѕе »»нЏ еѕне «бгбя «б« нѕ—яж« «де« б«  »«Џ жб«  —ѕ ќ«’е «де« ћ«Ѕ  гд ж«бѕ «бћгнЏ,-1
”н»я г е ѕе «е»б,-1
»” ггяд «бЏ—’ нгж  ж”«Џ е« Ќгѕнд ’»«Ќн ндћЌ »«б “яне ”«Џ е« Ќняжд бе  б«  гЏ«—÷нд «б«ќж«д ж «бЁбжб ж гƒнѕнд «б”н”м »нЏгбж« Ёжбж б»Џ÷,-1
»’—«Ќе Ўў Ён «н ћгеж— “н Ќ÷— я жѕе —«н г‘ я—е ж«ббе,-1
«“ге «бЁя— Ём г’— «д «б«Џбм ’ж « б« нёжб ‘н∆« ж«б«яЋ— Ќяге б« н”гЏе «Ќѕ,-1
«н ќ—жЁ н‘жЁ «Џѕ«ѕ «бде«—ѕе б«“г н ж«÷Џ жне“ бн е ќ«’е «д «бЏнѕ Џбм «б«»ж«»,-1
«д е«я«  «б«дёб«» «бёгЏне Ём ћ«гЏе «б«”ядѕ—не ж’б  гѕ«е« »«’«»«  ж«Џ ё«б«  «дё–д« н« Џ“н“ н« ћ»«— гд Ўџге «б«” Џг«—,-1
«бћ“н—е жб« Ќ«ће ћд» ёд« е «б‘гбжбе «жд  м Ём «бм »  жёЏ «бяж«—Ћ ё»б ЌѕжЋе« ж ”»ё бгжёЏ «бЌѕЋ,-1
гб«Ќёе »«”г нж”Ё ж“гб«∆е гд «б«Џб«гннд » ег б«  Џ—Ёе« «б« «б«дўге «бЁ«‘не еж «” г—«— бгг«—”«  ё»нЌе ж »«∆”е б«ће«÷ «бЋж—е «б џнн— Ќ гн,-1
ѕг«џ «бѕ«ќбне «б»«нўе,-1
гд–  г «б ’жн  Џбм  Џѕнб ё«джд «д ќ«»«  «б—∆«”е «бЏ“б ёѕ «де«б  Џбнд« «б Џбнё«  «бгбн∆е »«б”»«» «бггдећ гд «ббћ«д «б«бя —ждне «бг«ћж—е,-1
«де« ёд»бе гжёж е «” г— Ём  Ў»нё ё«джд «бЎж«—мЅ ж ќ«Ў— »«б«дЁћ«—,-1
«б«д–«б я«д «бгќЎЎ бнжгд« «бгдё÷м е–« гд ќ’жг «бжЎд ж«б«д”«дне еж  Ќёнё «Џбм д”»е ЏдЁ жЌ—ё ж«ё Ќ«г жё б,-1
гЋбег гЋб «д’«— г»«—я ж«д’«— яб г” »ѕ н ’ж—жд г‘яб ег гЏ «бя «» ж«б«Џб«гннд Ћг нЁ«ћ«жд «д г‘яб ег гЏ «бж«ёЏ «б–н «г б« »«бгўбжгнд ж«бгЌ»Ўнд,-1
«Џ —«Ё гд дё«»е «б’ЌЁннд «бЁ«”ѕе ед«я гд«ќ гЏ«ѕм бЌ—не «б’Ќ«Ёе »Џѕ «б«дёб«» «яЋ— гд «м жё  ”«»ё «б’Ќ«Ёе « е«д ,-1
ёж«  гд «б‘—Ўе ж «бЏ”я— бё б «бЎб»е г‘ д«”ннд Џг—ж ќб«Ё гЌгѕ Џ«ѕб ‘—нЁ Џ«ЎЁ жџн—ег я нн—,-1
«н Ќѕ Џ«н“ нд ќ» Ё—Џжд н»ём нѕж— Џбм «бе “гд  —ћЏ »е еж бжЌѕе бЏ’— г« ё»б «бгнб«ѕ,-1
«Ёб«” «б бнЁ“нжд ж’б гѕ«е «бџб«»е гд Џг«б жгжўЁнд ж«Џб«гннд нѕЁЏжд «бЋгд ж«бгб«ннд гжћжѕе бѕ—не ж‘б е«,-1
«м ѕнд «ж гбе «м —ћжбе «ж ‘е«ге «м геде «ж геге  ”гЌ б—ћ«б »«бгѕ«ЁЏ не«ћгжд д”«Ѕ Ём гд«“бед ббё»÷ Џбнед Ћг « е«гед »Ќгб ”б«Ќ г’— « е«д ,-1
«Ќд« «Џб«г дяѕн ж«бг”∆жб «б«жб Џд Ќ«бе «бя«»е «бгжћжѕе Џбм ж‘ж‘ «бг’—ннд,-1
‘«еѕ «ќ— яб«г  «‘н—е »—«дн д’«»жд »—ќ’е Ќяжгне,-1
«бг’—н «бнжг Џдѕг« д‘—  гбќ’ «бгƒ г— ж÷Џ  «бћгбе Ён џн— ”н«ёе« жя«д бн” гд Ќё ‘»«» «бЋж—е «бж’жб бб”бЎе же–« Џя” г»«ѕ∆ Ќ“» «бж”Ў  г«г«,-1
«бж’Ё «бЌёнён ббгнѕ«д еж ћг«Џе «б«ќж«д «бг”бгнд  Ќ‘ѕ «д’«—е« бб÷џЎ Џбм «ббћде «бг‘—Ёе Џб «б«д ќ«»«  «б—∆«”не бѕЏ,-1
Џд «б–нд ж—Ћж« «бе—г «бгёбж» ббўбг «б«ћ г«Џн «Џѕбж«,-1
Ё«д г ‘ѕёнд »«бѕЁ«Џ Џд «бЌ—н«  н—Ё÷жд «б—«н «б«ќ— жнё’жд «бгќ бЁнд гЏег »ѕня « ж—не,-1
ћгЏе «б«г” я‘Ё  бб«дёб«» жегег Ём ёѕ— ег Џбм ёгЏ «б‘Џ» »«бЌбжб «б«гдне гд ё б ж«Џ ё«б ж Џ–н» ж÷—» ж«н–«Ѕ «б‘Џ» Ё«ё н« «Ё«ё,-1
гег« Ќ«жб г «ёд«Џ «дЁ”яг «д «б‘Џ» «ќ «— ѕ” ж— «б«ќж«д ѕжд  ќжнЁ «ж бЏ» »«бѕнд «ж «д е«я«  ” ўб «бЌёнёе «д г—”н я–» Џбм «бг’—ннд бнг—— ѕ” ж—е,-1
